"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 4","21:18","21:18","3.30","6:27","6:30","144","155","24","32","179","261","50.7% S / 49.3% D","0.87","7.9","8.9","276","275","3.99","392","5.68","237","29.0","5:19","185","21:16","6:27"
"","","Riscaldamento","1","6:20.6","6:20.6","1.00","6:21","6:32","137","150","1","19","178","262","50.7% S / 49.3% D","0.90","8.2","8.9","264","264","3.83","335","4.86","68","30.0","5:19","183","6:20.6","6:21"
"","","Riscaldamento","2","6:17.6","12:38","1.00","6:18","6:16","147","152","9","5","181","258","50.9% S / 49.1% D","0.88","7.8","8.7","284","282","4.09","343","4.97","73","29.0","6:00","185","6:17.6","6:18"
"","","Riscaldamento","3","6:35.7","19:14","1.00","6:36","6:39","146","150","7","9","180","260","50.5% S / 49.5% D","0.84","7.8","9.1","277","276","4.00","332","4.81","72","27.0","6:24","185","6:35","6:35"
"","","Riscaldamento","4","2:04.0","21:18","0.30","6:53","6:36","153","155","7","0","177","269","50.8% S / 49.2% D","0.82","7.8","9.3","282","281","4.07","392","5.68","24","28.0","6:35","181","2:04","6:53"
"","1","Corsa","5","2:35.7","23:54","0.60","4:20","4:23","166","171","5","1","185","236","51.0% S / 49.0% D","1.21","8.7","7.1","416","424","6.14","498","7.22","36","26.0","4:05","188","2:35","4:18"
"","","Recupero","6","1:57.9","25:52","0.30","6:33","6:19","161","171","0","1","176","265","50.3% S / 49.7% D","0.93","8.3","8.7","320","283","4.10","455","6.59","23","25.0","4:15","185","1:57","6:30"
"","2","Corsa","7","2:32.7","28:24","0.60","4:14","4:19","169","174","2","0","191","225","51.4% S / 48.6% D","1.20","8.4","6.8","409","417","6.04","469","6.80","36","23.0","4:11","198","2:32","4:13"
"","","Recupero","8","1:57.4","30:22","0.30","6:31","5:59","163","174","3","2","175","260","50.1% S / 49.9% D","0.92","8.6","9.2","329","304","4.41","461","6.68","24","23.0","4:16","190","1:56","6:27"
"","3","Corsa","9","2:27.9","32:49","0.60","4:06","4:21","171","175","1","6","192","225","51.0% S / 49.0% D","1.22","8.3","6.6","368","374","5.42","532","7.71","35","22.0","4:03","201","2:27","4:05"
"","","Recupero","10","1:56.3","34:46","0.30","6:28","6:20","166","175","5","5","172","267","50.2% S / 49.8% D","0.95","8.9","9.1","308","289","4.19","404","5.86","24","22.0","4:14","187","1:55","6:24"
"","4","Corsa","11","2:29.2","37:15","0.60","4:09","4:22","172","177","0","0","190","225","51.3% S / 48.8% D","1.23","8.5","6.8","389","392","5.68","438","6.35","35","22.0","4:11","202","2:28","4:07"
"","","Recupero","12","1:58.4","39:13","0.30","6:35","6:24","165","176","0","8","171","264","49.5% S / 50.5% D","0.94","8.8","9.2","282","250","3.62","408","5.91","23","22.0","4:13","183","1:58","6:33"
"","5","Corsa","13","2:30.4","41:44","0.60","4:11","4:24","170","176","0","2","189","225","51.2% S / 48.8% D","1.22","8.6","6.9","351","359","5.20","386","5.59","35","22.0","4:10","192","2:29","4:08"
"","","Recupero","14","1:55.9","43:40","0.30","6:27","6:16","167","176","0","7","171","260","49.1% S / 50.9% D","0.95","9.0","9.2","286","253","3.67","392","5.68","23","23.0","4:14","182","1:55","6:23"
"","6","Corsa","15","2:25.9","46:06","0.60","4:03","4:14","172","179","1","2","190","221","51.1% S / 48.9% D","1.25","8.7","6.8","367","375","5.43","479","6.94","35","23.0","3:47","196","2:25","4:02"
"","","Recupero","16","1:57.3","48:03","0.30","6:31","6:14","168","178","2","3","169","268","50.0% S / 50.0% D","0.95","9.3","9.5","287","272","3.94","411","5.96","24","23.0","4:02","177","1:56","6:27"
"","","Defaticamento","17 - 21","23:21","1:11:24","3.51","6:39","6:32","151","161","57","37","174","255","48.8% S / 51.2% D","0.87","8.5","9.6","270","263","3.81","406","5.88","248","23.0","5:55","183","23:10","6:35"
"","","Defaticamento","17","6:29.4","54:32","1.00","6:29","6:29","155","161","18","17","174","254","48.8% S / 51.2% D","0.88","8.8","9.8","268","263","3.81","406","5.88","74","23.0","6:12","180","6:29.4","6:29"
"","","Defaticamento","18","6:33.3","1:01:06","1.00","6:33","6:27","152","155","17","11","176","250","48.4% S / 51.6% D","0.87","8.4","9.5","275","266","3.86","403","5.84","69","24.0","5:55","180","6:33","6:33"
"","","Defaticamento","19","6:53.0","1:07:59","1.00","6:53","6:43","150","158","12","6","170","259","49.1% S / 50.9% D","0.86","8.4","9.6","269","255","3.70","353","5.12","71","23.0","6:11","183","6:42","6:42"
"","","Defaticamento","20","1:59.7","1:09:58","0.30","6:39","6:31","146","150","4","2","175","255","48.7% S / 51.3% D","0.86","8.4","9.7","256","262","3.80","297","4.30","19","23.0","6:09","178","1:59.7","6:39"
"","","Defaticamento","21","1:25.9","1:11:24","0.22","6:38","6:21","150","154","7","0","175","262","49.0% S / 51.0% D","0.86","8.4","9.6","280","288","4.17","328","4.75","15","23.0","6:37","177","1:25","6:34"
"","Riepilogo","--","--","1:11:24","1:11:24","12.22","5:51","5:51","156","179","100","108","179","252","50.0% S / 50.0% D","0.95","8.4","8.8","313","295","4.28","532","7.71","836","24.8","3:47","202","1:11:10","5:50"
