"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","1","Corsa","1 - 20","2:05:59","2:05:59","20.00","6:18","6:17","143","150","73","61","175","263","50.7% S / 49.3% D","0.91","8.3","9.0","268","266","3.86","380","5.51","1,362","17.0","5:19","185","2:05:05","6:15"
"","","Corsa","1","6:19.6","6:19.6","1.00","6:20","6:16","132","140","7","2","178","257","50.7% S / 49.3% D","0.89","8.3","9.3","278","275","3.99","325","4.71","68","23.0","5:36","183","6:19","6:19"
"","","Corsa","2","6:17.1","12:37","1.00","6:17","6:14","142","145","3","0","178","262","51.0% S / 49.0% D","0.89","8.0","8.8","269","269","3.90","298","4.32","71","18.0","6:05","182","6:17","6:17"
"","","Corsa","3","6:16.9","18:54","1.00","6:17","6:21","142","145","0","4","178","263","50.9% S / 49.1% D","0.90","8.0","8.7","260","260","3.77","290","4.20","69","16.0","6:08","182","6:16.9","6:17"
"","","Corsa","4","6:26.3","25:20","1.00","6:26","6:25","143","146","3","0","177","265","50.7% S / 49.3% D","0.87","7.9","8.9","260","260","3.77","334","4.84","70","15.0","6:11","180","6:26","6:26"
"","","Corsa","5","6:16.5","31:36","1.00","6:17","6:20","143","146","0","4","178","263","50.6% S / 49.4% D","0.90","7.9","8.7","257","257","3.72","272","3.94","68","14.0","6:12","181","6:16.5","6:17"
"","","Corsa","6","6:19.8","37:56","1.00","6:20","6:22","144","147","1","5","177","262","50.4% S / 49.6% D","0.89","8.3","9.0","261","260","3.77","298","4.32","69","15.0","6:03","180","6:19.8","6:20"
"","","Corsa","7","6:16.3","44:13","1.00","6:16","6:15","143","147","2","1","179","259","50.3% S / 49.7% D","0.90","8.0","8.8","259","259","3.75","302","4.38","68","16.0","5:57","182","6:16","6:16"
"","","Corsa","8","6:08.2","50:21","1.00","6:08","6:11","143","149","3","6","179","261","50.4% S / 49.6% D","0.92","8.0","8.6","267","266","3.86","342","4.96","68","16.0","5:29","185","6:08","6:08"
"","","Corsa","9","6:27.9","56:49","1.00","6:28","6:26","142","146","5","4","170","264","51.1% S / 48.9% D","0.91","8.0","8.6","263","255","3.70","343","4.97","69","16.0","5:23","184","6:11","6:11"
