"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","19:19","19:19","3.00","6:26","6:29","137","146","7","15","167","276","50.5% S / 49.5% D","0.93","9.3","9.8","273","270","3.91","329","4.77","208","22.0","5:15","181","19:10","6:23"
"","","Riscaldamento","1","6:15.1","6:15.1","1.00","6:15","6:16","130","141","4","2","168","272","50.6% S / 49.4% D","0.95","9.6","9.9","287","285","4.13","329","4.77","68","25.0","5:15","172","6:15","6:15"
"","","Riscaldamento","2","6:22.7","12:38","1.00","6:23","6:22","141","146","2","0","168","276","50.6% S / 49.4% D","0.93","9.4","9.8","276","276","4.00","299","4.33","71","21.0","6:15","171","6:22.7","6:23"
"","","Riscaldamento","3","6:40.8","19:19","1.00","6:41","6:48","140","146","0","12","165","280","50.5% S / 49.5% D","0.92","9.0","9.7","254","250","3.62","294","4.26","69","19.0","6:03","181","6:34","6:34"
"","1","Corsa","4 - 9","27:28","46:46","6.00","4:35","4:36","167","173","8","10","176","249","50.6% S / 49.4% D","1.24","10.1","7.9","372","372","5.39","463","6.71","384","17.0","3:56","179","27:27","4:34"
"","","Corsa","4","4:43.6","24:02","1.00","4:44","4:48","161","165","1","3","175","252","50.4% S / 49.6% D","1.20","10.1","8.2","357","360","5.22","394","5.71","64","19.0","4:25","179","4:43.6","4:44"
"","","Corsa","5","4:37.3","28:40","1.00","4:37","4:39","164","166","0","3","176","251","50.5% S / 49.5% D","1.23","10.0","7.9","364","364","5.28","463","6.71","64","18.0","3:56","177","4:37","4:37"
"","","Corsa","6","4:37.1","33:17","1.00","4:37","4:37","167","169","1","2","176","249","50.5% S / 49.5% D","1.23","10.0","7.9","373","372","5.39","409","5.93","65","17.0","4:21","179","4:37","4:37"
"","","Corsa","7","4:29.1","37:46","1.00","4:29","4:34","168","170","1","2","176","248","50.6% S / 49.4% D","1.26","10.1","7.8","370","370","5.36","416","6.03","63","16.0","4:11","178","4:29","4:29"
"","","Corsa","8","4:35.1","42:21","1.00","4:35","4:35","169","171","2","0","176","248","50.8% S / 49.2% D","1.23","10.1","8.0","378","378","5.48","429","6.22","65","16.0","4:11","178","4:35.1","4:35"
"","","Corsa","9","4:25.6","46:46","1.00","4:26","4:24","170","173","2","0","176","246","50.8% S / 49.3% D","1.28","10.2","7.8","390","390","5.65","433","6.28","63","16.0","4:09","178","4:25","4:25"
"","2","Corsa","10 - 13","19:20","1:06:06","3.06","6:19","6:14","149","170","21","0","167","275","50.6% S / 49.4% D","0.95","9.7","10.0","289","287","4.16","385","5.58","209","15.0","4:27","177","19:19","6:19"
"","","Corsa","10","6:21.5","53:08","1.00","6:22","6:19","150","170","3","0","165","278","50.7% S / 49.3% D","0.96","9.7","9.9","284","277","4.01","385","5.58","70","15.0","4:27","177","6:21.5","6:22"
"","","Corsa","11","6:19.3","59:27","1.00","6:19","6:17","147","151","4","0","167","275","50.6% S / 49.4% D","0.94","9.6","10.0","281","281","4.07","301","4.36","67","15.0","6:10","171","6:19","6:19"
"","","Corsa","12","6:16.3","1:05:44","1.00","6:16","6:07","148","152","11","0","167","272","50.7% S / 49.3% D","0.95","9.8","10.1","300","301","4.36","344","4.99","68","15.0","6:02","170","6:16","6:16"
"","","Corsa","13","0:22.6","1:06:06","0.06","6:18","5:54","150","152","3","0","168","275","50.7% S / 49.3% D","0.94","9.3","9.8","321","329","4.77","347","5.03","4","15.0","6:17","169","0:22","6:08"
"","Riepilogo","--","--","1:06:06","1:06:06","12.06","5:29","5:29","153","173","35","25","171","265","50.6% S / 49.4% D","1.07","9.8","9.1","329","317","4.59","463","6.71","801","17.8","3:56","181","1:05:57","5:28"
