"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","18:03","18:03","3.00","6:01","6:01","147","167","13","9","166","266","50.8% S / 49.2% D","1.00","10.6","10.4","317","316","4.45","420","5.92","200","20.0","5:14","171","18:02","6:01"
"","","Riscaldamento","1","5:58.0","5:58.0","1.00","5:58","5:59","130","142","3","1","166","265","50.9% S / 49.1% D","1.01","10.5","10.3","316","315","4.44","358","5.04","61","22.0","5:14","169","5:58.0","5:58"
"","","Riscaldamento","2","5:58.3","11:56","1.00","5:58","5:56","150","164","6","1","166","266","50.7% S / 49.3% D","1.01","10.6","10.3","324","323","4.55","420","5.92","68","19.0","5:41","169","5:58","5:58"
"","","Riscaldamento","3","6:07.1","18:03","1.00","6:07","6:08","161","167","4","7","166","267","50.7% S / 49.3% D","0.99","10.6","10.5","312","310","4.37","407","5.73","71","18.0","5:55","171","6:07","6:07"
"","1","Corsa","4 - 8","25:04","43:07","5.00","5:01","5:02","174","179","17","29","171","248","50.8% S / 49.2% D","1.17","11.4","9.5","374","373","5.25","467","6.58","324","19.0","4:44","178","25:03","5:01"
"","","Corsa","4","5:05.4","23:09","1.00","5:05","5:10","169","172","1","8","171","251","50.3% S / 49.7% D","1.15","11.0","9.4","356","357","5.03","415","5.85","65","19.0","4:44","178","5:05.4","5:05"
"","","Corsa","5","5:00.0","28:09","1.00","5:00","4:59","173","175","6","4","172","247","50.9% S / 49.1% D","1.16","11.2","9.4","382","380","5.35","467","6.58","64","18.0","4:50","176","5:00","5:00"
"","","Corsa","6","5:04.5","33:13","1.00","5:05","5:05","175","177","3","1","170","249","50.8% S / 49.2% D","1.16","11.6","9.7","376","375","5.28","416","5.86","66","18.0","5:00","173","5:04","5:04"
"","","Corsa","7","4:56.2","38:09","1.00","4:56","5:01","176","177","0","9","171","246","50.9% S / 49.1% D","1.19","11.7","9.6","371","372","5.24","399","5.62","64","19.0","4:50","173","4:56","4:56"
"","","Corsa","8","4:57.5","43:07","1.00","4:58","4:57","177","179","7","6","171","246","51.1% S / 48.9% D","1.18","11.6","9.6","382","383","5.39","444","6.25","65","21.0","4:51","177","4:57.5","4:58"
"","","Defaticamento","9 - 12","17:44","1:00:51","3.01","5:54","5:50","169","179","20","13","167","260","50.8% S / 49.2% D","1.02","10.9","10.5","329","326","4.59","420","5.92","213","24.0","4:52","181","17:42","5:53"
"","","Defaticamento","9","6:02.4","49:09","1.00","6:02","5:59","171","179","4","5","165","264","51.0% S / 49.0% D","1.01","10.8","10.5","322","316","4.45","399","5.62","72","21.0","4:52","172","6:02","6:02"
"","","Defaticamento","10","5:47.0","54:56","1.00","5:47","5:49","168","171","3","8","168","257","50.6% S / 49.4% D","1.03","11.0","10.4","323","323","4.55","373","5.25","69","24.0","5:19","173","5:47","5:47"
"","","Defaticamento","11","5:51.9","1:00:48","1.00","5:52","5:42","168","171","12","0","168","258","50.8% S / 49.3% D","1.02","11.0","10.5","340","341","4.80","420","5.92","71","25.0","5:32","181","5:51.9","5:52"
"","","Defaticamento","12","0:02.3","1:00:51","0.01","5:24","5:40","169","169","0","0","168","260","50.4% S / 49.6% D","1.06","10.6","9.8","369","316","4.45","317","4.46","0","24.0","5:45","168","0:01","2:23"
"","Riepilogo","--","--","1:00:51","1:00:51","11.01","5:32","5:32","165","179","49","52","168","257","50.8% S / 49.2% D","1.08","11.0","10.1","347","343","4.83","467","6.58","738","20.4","4:44","181","1:00:48","5:31"
