"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 4","25:32","25:32","4.00","6:23","6:25","140","149","6","25","173","267","50.3% S / 49.7% D","0.91","8.3","9.0","259","258","3.74","354","5.13","279","23.0","4:52","182","25:22","6:21"
"","","Riscaldamento","1","6:15.5","6:15.5","1.00","6:16","6:14","136","145","0","2","175","268","50.3% S / 49.7% D","0.93","8.4","9.0","268","270","3.91","354","5.13","69","27.0","4:52","182","6:15.5","6:16"
"","","Riscaldamento","2","6:14.3","12:30","1.00","6:14","6:19","142","148","1","5","175","266","50.2% S / 49.8% D","0.92","8.4","8.9","268","266","3.86","305","4.42","70","25.0","5:49","179","6:14","6:14"
"","","Riscaldamento","3","6:17.6","18:47","1.00","6:18","6:25","140","145","0","9","176","264","50.0% S / 50.0% D","0.90","8.3","8.9","252","252","3.65","281","4.07","68","21.0","6:06","178","6:17","6:17"
"","","Riscaldamento","4","6:45.0","25:32","1.00","6:45","6:42","140","149","5","8","169","272","50.6% S / 49.4% D","0.88","8.3","9.2","249","244","3.54","347","5.03","72","19.0","6:04","179","6:36","6:36"
"","1","Corsa","5","1:44.4","27:17","0.40","4:21","4:36","162","168","2","0","187","231","51.3% S / 48.7% D","1.15","9.0","7.7","353","363","5.26","458","6.64","24","18.0","3:56","194","1:44","4:20"
"","","Recupero","6","0:58.5","28:15","0.15","6:30","6:09","161","168","1","0","175","264","51.3% S / 48.7% D","0.93","8.7","9.1","314","274","3.97","414","6.00","12","18.0","4:23","198","0:57","6:20"
"","2","Corsa","7","1:44.8","30:00","0.40","4:22","4:26","165","168","0","3","187","233","51.2% S / 48.8% D","1.24","8.9","7.1","358","367","5.32","445","6.45","24","18.0","3:45","196","1:44","4:20"
"","","Recupero","8","0:59.5","31:00","0.15","6:37","6:00","161","168","1","1","173","269","50.9% S / 49.1% D","0.98","8.7","8.6","310","272","3.94","375","5.43","13","18.0","4:27","180","0:59","6:33"
"","3","Corsa","9","1:42.9","32:42","0.40","4:17","4:32","164","171","1","0","191","229","50.9% S / 49.1% D","1.16","8.5","7.2","349","361","5.23","403","5.84","23","18.0","4:10","195","1:41","4:13"
"","","Recupero","10","0:58.6","33:41","0.15","6:31","5:47","166","171","0","0","171","271","50.9% S / 49.1% D","0.96","8.8","9.0","331","295","4.28","402","5.83","13","18.0","4:13","181","0:58","6:27"
"","4","Corsa","11","1:45.4","35:27","0.40","4:24","4:30","168","170","2","0","186","234","51.4% S / 48.6% D","1.18","9.0","7.4","378","386","5.59","466","6.75","25","18.0","4:19","194","1:44","4:20"
