"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 2","9:26.2","9:26.2","1.50","6:18","6:03","136","151","27","4","172","264","50.2% S / 49.8% D","0.93","8.3","8.7","306","292","4.23","415","6.01","105","21.0","5:32","188","9:09","6:06"
"","","Riscaldamento","1","6:22.0","6:22.0","1.00","6:22","5:59","133","151","23","0","168","266","50.2% S / 49.8% D","0.94","8.5","8.8","320","305","4.42","415","6.01","71","22.0","5:32","188","6:07","6:07"
"","","Riscaldamento","2","3:04.3","9:26.2","0.50","6:09","6:11","142","150","4","4","180","259","50.2% S / 49.8% D","0.90","7.9","8.6","270","263","3.81","325","4.71","34","19.0","5:39","182","3:04","6:08"
"","1","Corsa","3","4:40.7","14:07","1.00","4:41","4:51","164","167","5","15","180","250","50.2% S / 49.8% D","1.18","9.0","7.4","356","354","5.13","442","6.41","62","18.0","4:25","183","4:40","4:40"
"","2","Corsa","4","4:24.0","18:31","1.00","4:24","4:27","169","171","8","9","180","245","50.4% S / 49.6% D","1.26","9.3","7.2","394","392","5.68","503","7.29","60","17.0","4:12","182","4:23","4:23"
"","3","Corsa","5","4:53.2","23:24","1.00","4:53","4:51","168","171","4","6","180","248","50.0% S / 50.0% D","1.14","8.9","7.6","354","350","5.07","420","6.09","66","16.0","4:27","182","4:52","4:52"
"","4","Corsa","6","4:22.9","27:47","1.00","4:23","4:20","172","173","6","2","180","242","50.3% S / 49.7% D","1.27","9.3","7.1","400","400","5.80","546","7.91","61","16.0","3:56","182","4:22","4:22"
"","5","Corsa","7","4:45.6","32:33","1.00","4:46","4:49","170","173","4","4","180","245","49.8% S / 50.2% D","1.16","9.0","7.5","365","353","5.12","517","7.49","65","15.0","4:00","182","4:44","4:44"
"","6","Corsa","8","4:17.1","36:50","1.00","4:17","4:19","173","174","4","6","180","243","50.7% S / 49.3% D","1.29","9.5","7.1","398","396","5.74","503","7.29","60","15.0","4:01","182","4:16","4:16"
"","","Riposo","9","1:30","38:20","0.13","11:38","10:15","149","174","3","1","111","396","50.3% S / 49.7% D","0.86","6.7","7.7","253","138","2.00","411","5.96","14","15.0","4:18","180","1:28","11:23"
"","","Defaticamento","10 - 12","9:36.0","47:56","1.52","6:20","6:16","149","154","16","17","179","254","49.2% S / 50.8% D","0.88","8.0","9.0","275","270","3.91","410","5.94","103","15.0","5:26","182","9:36","6:19"
"","","Defaticamento","10","6:13.3","44:33","1.00","6:13","6:10","149","154","10","13","179","252","48.9% S / 51.1% D","0.89","8.1","8.9","277","271","3.93","410","5.94","68","15.0","5:26","182","6:13.3","6:13"
"","","Defaticamento","11","3:15.6","47:49","0.50","6:31","6:27","150","152","6","3","180","256","49.7% S / 50.3% D","0.85","7.9","9.2","273","269","3.90","362","5.25","34","16.0","6:26","182","3:15","6:30"
"","","Defaticamento","12","0:07.2","47:56","0.02","6:39","7:06","152","153","0","1","180","254","51.0% S / 49.0% D","0.85","8.4","9.7","240","219","3.17","225","3.26","1","16.0","6:41","181","0:06","5:35"
"","Riepilogo","--","--","47:56","47:56","9.15","5:14","5:13","158","174","77","63","176","252","50.0% S / 50.0% D","1.08","8.7","8.0","349","329","4.77","546","7.91","595","16.9","3:56","188","47:37","5:12"
