"Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Potenza media","W/kg medio","Potenza max","W/kg massimo","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento","Perdita velocità di passo media","Percentuale perdita velocità di passo media"
"1","47:20","47:20","5.83","8:07","--","--","--","23","22","--","--","--","--","--","--","--","--","--","--","--","--","3:01","--","47:02","8:04","--","--"
"Riepilogo","47:20","47:20","5.83","8:07","--","--","--","23","22","--","--","--","--","--","--","--","--","--","--","--","--","3:01","--","47:02","8:04","--","--"
