"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 4","21:16","21:16","3.30","6:27","6:26","142","151","14","18","175","266","50.7% S / 49.3% D","0.89","8.2","9.1","263","262","3.80","366","5.30","237","26.0","5:34","187","21:13","6:26"
"","","Riscaldamento","1","6:18.3","6:18.3","1.00","6:18","6:14","137","146","6","4","176","261","50.6% S / 49.4% D","0.90","8.4","9.2","272","270","3.91","341","4.94","70","28.0","5:34","187","6:18","6:18"
"","","Riscaldamento","2","6:22.5","12:41","1.00","6:22","6:23","145","149","3","6","176","264","50.7% S / 49.3% D","0.89","8.2","8.9","266","265","3.84","321","4.65","72","25.0","6:08","179","6:22","6:22"
"","","Riscaldamento","3","6:30.3","19:11","1.00","6:30","6:33","144","148","1","5","175","268","50.8% S / 49.2% D","0.88","8.2","9.0","257","255","3.70","280","4.06","72","24.0","6:21","178","6:30.3","6:30"
"","","Riscaldamento","4","2:04.6","21:16","0.30","6:55","6:46","148","151","4","3","169","277","50.8% S / 49.2% D","0.86","8.1","9.4","250","250","3.62","366","5.30","22","24.0","6:04","177","2:04","6:53"
"","1","Corsa","5","1:44.6","23:00","0.40","4:22","4:28","162","165","3","0","185","241","50.6% S / 49.4% D","1.20","8.7","7.1","384","393","5.70","451","6.54","24","24.0","4:18","188","1:44","4:20"
"","","Recupero","6","1:55.6","24:56","0.30","6:25","6:13","152","166","1","2","175","269","50.5% S / 49.5% D","0.93","8.3","8.6","291","268","3.88","402","5.83","23","24.0","4:27","185","1:55","6:23"
"","2","Corsa","7","1:44.4","26:40","0.40","4:21","4:32","162","167","0","0","185","238","50.4% S / 49.6% D","1.19","8.9","7.3","362","369","5.35","424","6.14","24","23.0","4:23","187","1:43","4:17"
"","","Recupero","8","2:00.5","28:41","0.30","6:42","6:21","154","167","0","2","172","270","50.0% S / 50.0% D","0.92","8.6","9.3","285","261","3.78","395","5.72","24","23.0","4:27","186","1:59","6:37"
"","3","Corsa","9","1:41.8","30:23","0.40","4:15","4:29","166","171","2","0","185","234","50.2% S / 49.8% D","1.20","9.0","7.4","382","393","5.70","441","6.39","24","23.0","4:18","191","1:41","4:13"
"","","Recupero","10","1:55.8","32:18","0.30","6:26","6:14","158","171","0","0","173","269","50.1% S / 49.9% D","0.94","8.6","9.0","294","269","3.90","395","5.72","24","23.0","4:25","180","1:55","6:23"
"","4","Corsa","11","1:44.2","34:03","0.40","4:21","4:31","165","170","0","1","185","232","49.5% S / 50.5% D","1.20","9.0","7.4","358","366","5.30","389","5.64","24","23.0","4:19","186","1:43","4:17"
"","","Recupero","12","1:56.0","35:59","0.30","6:27","6:21","160","170","1","2","172","257","48.7% S / 51.3% D","0.93","8.9","9.3","282","266","3.86","382","5.54","23","23.0","4:31","183","1:55","6:23"
"","5","Corsa","13","1:43.9","37:43","0.40","4:20","4:22","168","172","1","0","185","229","48.9% S / 51.1% D","1.22","9.0","7.2","384","392","5.68","423","6.13","25","23.0","4:16","187","1:43","4:17"
"","","Recupero","14","1:56.1","39:39","0.30","6:27","6:19","159","173","0","1","171","259","48.4% S / 51.6% D","0.95","9.0","9.3","290","265","3.84","387","5.61","23","23.0","4:23","180","1:55","6:23"
"","6","Corsa","15","1:43.2","41:22","0.40","4:18","4:28","166","172","0","0","185","228","48.8% S / 51.2% D","1.21","9.2","7.4","362","373","5.41","400","5.80","25","23.0","4:19","186","1:43","4:17"
"","","Recupero","16","1:58.5","43:20","0.30","6:35","6:24","160","171","1","3","172","256","47.8% S / 52.2% D","0.92","8.9","9.6","281","261","3.78","370","5.36","24","23.0","4:23","178","1:57","6:30"
