"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","17:22","17:22","3.00","5:47","5:47","151","161","11","14","171","263","50.1% S / 49.9% D","1.01","9.5","9.2","323","306","Nessun peso","1,940","Nessun peso","205","21.0","5:38","178","17:18","5:46"
"","","Riscaldamento","1","5:54.9","5:54.9","1.00","5:55","5:49","143","155","7","1","173","261","50.0% S / 50.0% D","0.98","9.2","9.1","372","343","Nessun peso","1,940","Nessun peso","67","24.0","5:42","178","5:53","5:53"
"","","Riscaldamento","2","5:43.6","11:39","1.00","5:44","5:43","156","161","4","3","171","263","50.2% S / 49.8% D","1.02","9.6","9.2","297","295","Nessun peso","336","Nessun peso","70","21.0","5:38","174","5:43.6","5:44"
"","","Riscaldamento","3","5:43.3","17:22","1.00","5:43","5:51","155","159","0","11","170","264","50.0% S / 50.0% D","1.03","9.8","9.3","277","278","Nessun peso","295","Nessun peso","68","19.0","5:38","173","5:43","5:43"
"","","Riposo","4","1:30","18:52","0.15","10:11","9:11","135","155","0","3","121","406","50.0% S / 50.0% D","0.94","7.1","7.5","191","134","Nessun peso","276","Nessun peso","11","19.0","5:41","169","1:28","9:58"
"","1","Corsa","5 - 6","4:47.7","23:40","1.20","4:00","4:01","171","179","13","8","190","223","51.0% S / 49.0% D","1.29","8.9","6.8","406","402","Nessun peso","568","Nessun peso","69","18.0","3:49","192","4:47.7","4:00"
"","","Corsa","5","4:00.5","22:52","1.00","4:01","4:02","169","178","13","8","190","223","51.0% S / 49.0% D","1.28","8.9","6.8","406","403","Nessun peso","568","Nessun peso","57","18.0","3:49","192","4:00.5","4:01"
"","","Corsa","6","0:47.1","23:40","0.20","3:56","3:57","178","179","0","0","190","225","51.3% S / 48.7% D","1.34","8.9","6.4","403","401","Nessun peso","425","Nessun peso","12","17.0","3:54","192","0:47.1","3:56"
"","","Riposo","7","2:00","25:40","0.22","9:17","9:47","156","178","0","8","123","454","50.5% S / 49.5% D","0.86","8.0","8.9","237","143","Nessun peso","424","Nessun peso","24","17.0","3:55","192","1:58","9:08"
"","2","Corsa","8","1:26.3","27:06","0.40","3:36","3:32","168","175","4","5","195","211","51.3% S / 48.7% D","1.41","8.8","6.3","437","457","Nessun peso","607","Nessun peso","20","17.0","3:18","198","1:26","3:35"
"","","Riposo","9","1:00","28:06","0.09","10:33","9:47","166","176","1","1","118","298","50.3% S / 49.7% D","0.91","6.4","7.1","313","135","Nessun peso","496","Nessun peso","13","17.0","3:44","191","0:58","10:11"
"","3","Corsa","10 - 11","4:46.5","32:52","1.20","3:59","3:57","174","180","6","2","191","223","50.7% S / 49.3% D","1.31","8.9","6.7","403","407","Nessun peso","481","Nessun peso","70","17.0","3:30","194","4:46","3:58"
"","","Corsa","10","3:58.9","32:05","1.00","3:59","3:57","173","180","6","2","191","223","50.7% S / 49.3% D","1.31","8.9","6.7","406","410","Nessun peso","481","Nessun peso","58","17.0","3:30","193","3:58.9","3:59"
"","","Corsa","11","0:47.6","32:52","0.20","3:58","4:00","180","180","0","0","190","225","50.9% S / 49.1% D","1.32","8.9","6.5","387","390","Nessun peso","416","Nessun peso","12","16.0","3:57","194","0:47","3:55"
"","","Riposo","12","2:00","34:52","0.18","11:04","10:47","153","180","0","5","109","457","49.9% S / 50.1% D","0.87","6.3","7.2","234","103","Nessun peso","416","Nessun peso","20","17.0","3:58","185","1:58","10:53"
"","4","Corsa","13","1:30.1","36:22","0.40","3:45","3:57","164","175","1","3","195","214","50.8% S / 49.2% D","1.35","8.7","6.6","386","405","Nessun peso","480","Nessun peso","20","17.0","3:10","199","1:30","3:45"
"","","Riposo","14","1:00","37:22","0.09","11:33","10:01","168","176","0","0","115","339","51.2% S / 48.8% D","0.86","6.0","6.9","297","123","Nessun peso","463","Nessun peso","13","17.0","3:51","194","0:58","11:10"
"","5","Corsa","15 - 16","4:48.7","42:11","1.20","4:01","4:03","175","181","3","0","190","226","50.9% S / 49.1% D","1.30","8.9","6.7","393","398","Nessun peso","477","Nessun peso","71","16.0","3:25","193","4:48.7","4:01"
"","","Corsa","15","3:58.8","41:21","1.00","3:59","4:02","174","180","2","0","190","225","50.9% S / 49.1% D","1.31","8.9","6.7","392","399","Nessun peso","477","Nessun peso","58","16.0","3:25","193","3:58.8","3:59"
"","","Corsa","16","0:49.9","42:11","0.20","4:09","4:08","181","181","1","0","187","232","50.9% S / 49.1% D","1.28","8.8","6.7","394","394","Nessun peso","425","Nessun peso","13","16.0","4:06","191","0:49.9","4:09"
"","","Riposo","17","2:00","44:11","0.18","11:18","10:35","154","181","1","1","112","445","50.0% S / 50.0% D","0.83","6.2","7.4","246","118","Nessun peso","448","Nessun peso","19","16.0","4:06","187","1:58","11:07"
"","6","Corsa","18","1:31.1","45:42","0.40","3:48","3:53","165","176","0","0","195","213","50.7% S / 49.3% D","1.32","8.8","6.7","398","421","Nessun peso","452","Nessun peso","22","16.0","3:45","197","1:31","3:47"
"","","Riposo","19","1:00","46:42","0.09","11:05","9:23","168","177","1","0","116","418","51.3% S / 48.7% D","0.89","6.1","6.6","307","134","Nessun peso","459","Nessun peso","13","15.0","3:49","194","0:58","10:43"
"","","Defaticamento","20 - 23","12:36","59:18","2.24","5:38","5:37","162","166","12","3","171","264","50.5% S / 49.5% D","1.04","9.6","9.1","297","299","Nessun peso","399","Nessun peso","155","16.0","4:54","176","12:36","5:38"
"","","Defaticamento","20","5:30.9","52:13","1.00","5:31","5:34","161","165","1","2","170","264","50.6% S / 49.4% D","1.06","9.8","9.1","294","297","Nessun peso","349","Nessun peso","68","16.0","4:54","173","5:30.9","5:31"
"","","Defaticamento","21","5:44.3","57:58","1.00","5:44","5:40","162","166","7","1","171","264","50.5% S / 49.5% D","1.02","9.5","9.1","298","298","Nessun peso","341","Nessun peso","70","16.0","5:26","174","5:44","5:44"
"","","Defaticamento","22","1:08.7","59:06","0.20","5:43","5:34","163","165","1","0","172","262","50.3% S / 49.7% D","1.03","9.5","9.0","299","301","Nessun peso","332","Nessun peso","14","16.0","5:35","176","1:08.7","5:43"
"","","Defaticamento","23","0:12.2","59:18","0.04","5:27","5:15","164","165","3","0","171","264","50.4% S / 49.6% D","1.02","9.6","9.1","323","371","Nessun peso","399","Nessun peso","3","16.0","5:47","172","0:11","4:54"
"","Riepilogo","--","--","59:18","59:18","11.03","5:23","5:21","161","181","54","54","168","258","50.5% S / 49.5% D","1.09","8.8","8.1","344","305","Nessun peso","1,940","Nessun peso","745","18.0","3:10","199","59:07","5:22"
