Tempo intermedio,Stile,Vasche,Distanza,Tempo,Passo medio,Passo migliore,SWOLF medio,Frequenza cardiaca media,FC max,Totale bracciate,Bracciate medie,Calorie
REST,,,500.0,00:13:46.664,0:27:32  ,0:18:09  ,57.0,88.0,103.0,322,--,56
REST,,,219.95,00:06:31.306,0:29:39  ,0:14:56  ,61.0,111.0,122.0,149,--,45
Summary,,0,719.95,00:20:17.970,0:28:12  ,0:14:56  ,59.0,96.0,122.0,471,--,101
