"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","15:00","15:00","2.26","6:37","6:43","153","163","0","11","170","269","0.88","7.9","8.9","279","272","3.49","318","4.08","174","23.0","5:58","240","14:51","6:33"
"","","Riscaldamento","1","6:53.1","6:53.1","1.00","6:53","6:50","144","157","0","10","165","272","0.87","7.8","9.0","268","256","3.28","297","3.81","75","26.0","6:12","240","6:47","6:47"
"","","Riscaldamento","2","6:26.0","13:19","1.00","6:26","6:24","160","163","0","1","175","267","0.89","7.9","8.9","287","287","3.68","318","4.08","79","22.0","5:58","177","6:25","6:25"
"","","Riscaldamento","3","1:40.9","15:00","0.26","6:21","6:27","162","163","0","0","175","267","0.89","7.9","8.9","284","284","3.64","294","3.77","20","21.0","6:23","177","1:40.9","6:21"
"","1","Corsa","4 - 5","10:00","25:00","1.70","5:54","5:51","167","172","6","0","175","261","0.97","8.2","8.5","318","317","4.06","431","5.53","128","20.0","5:23","179","9:59","5:53"
"","","Corsa","4","5:51.6","20:52","1.00","5:52","5:51","167","168","1","0","175","260","0.97","8.2","8.4","314","314","4.03","351","4.50","75","20.0","5:23","179","5:51.6","5:52"
"","","Corsa","5","4:08.4","25:00","0.70","5:57","5:53","169","172","5","0","175","262","0.96","8.1","8.5","323","321","4.12","431","5.53","53","20.0","5:46","177","4:08","5:56"
"","2","Corsa","6","5:00","30:00","0.72","6:57","6:57","164","170","0","0","168","276","0.84","7.8","9.4","265","261","3.35","306","3.92","57","20.0","5:57","176","4:58","6:55"
"","3","Corsa","7","5:00","35:00","0.84","5:58","5:57","169","174","0","1","175","262","0.96","8.2","8.5","309","310","3.97","334","4.28","64","20.0","5:37","179","4:59","5:56"
"","4","Corsa","8","3:00","38:00","0.42","7:12","7:11","165","170","0","0","169","281","0.82","7.9","9.6","266","261","3.35","307","3.94","32","20.0","6:00","172","2:59","7:10"
"","5","Corsa","9","5:00","43:00","0.83","6:02","6:09","167","171","6","8","175","264","0.93","8.1","8.6","295","297","3.81","427","5.47","63","21.0","5:37","188","4:59","6:01"
"","6","Corsa","10","3:00","46:00","0.41","7:23","7:10","166","174","3","0","170","282","0.79","7.7","9.8","294","262","3.36","427","5.47","34","23.0","6:06","177","2:59","7:20"
"","7","Corsa","11","5:00","51:00","0.84","5:58","5:58","168","171","0","0","172","265","0.98","8.4","8.6","301","302","3.87","319","4.09","63","25.0","5:41","176","4:59","5:56"
"","8","Corsa","12","3:00","54:00","0.43","6:59","6:59","166","169","0","0","169","281","0.85","8.1","9.5","266","261","3.35","302","3.87","33","27.0","6:00","170","2:59","6:57"
"","","Defaticamento","13 - 21","45:49","1:39:49","6.79","6:45","6:46","165","174","0","7","168","280","0.89","8.3","9.3","273","273","3.50","293","3.76","528","27.0","6:26","177","45:49","6:45"
"","","Defaticamento","13","6:54.0","1:00:54","1.00","6:54","6:53","165","170","0","0","169","279","0.86","8.1","9.4","269","269","3.45","287","3.68","79","26.0","6:43","174","6:54.0","6:54"
"","","Defaticamento","14","6:43.8","1:07:38","1.00","6:44","6:45","166","168","0","0","169","278","0.88","8.2","9.3","278","278","3.56","288","3.69","79","24.0","6:34","177","6:43.8","6:44"
"","","Defaticamento","15","1:22.2","1:09:00","0.21","6:30","6:37","167","170","0","0","169","277","0.90","8.2","9.2","282","283","3.63","289","3.71","16","24.0","6:27","171","1:22","6:29"
"","","Defaticamento","16","0:06.3","1:09:06","0.02","6:46","6:26","166","167","0","0","169","275","0.92","8.3","9.0","286","290","3.72","291","3.73","1","24.0","6:26","169","0:06","6:29"
"","","Defaticamento","17","6:40.4","1:15:47","1.00","6:40","6:40","166","174","0","0","166","279","0.90","8.3","9.3","276","275","3.53","290","3.72","78","25.0","6:26","171","6:40.4","6:40"
"","","Defaticamento","18","6:43.3","1:22:30","1.00","6:43","6:47","165","170","0","1","168","280","0.88","8.3","9.3","269","269","3.45","281","3.60","77","29.0","6:35","171","6:43","6:43"
"","","Defaticamento","19","6:45.9","1:29:16","1.00","6:46","6:48","164","167","0","4","167","282","0.89","8.3","9.4","270","269","3.45","283","3.63","76","29.0","6:37","171","6:45.9","6:46"
"","","Defaticamento","20","6:41.6","1:35:57","1.00","6:42","6:40","165","167","0","1","167","280","0.90","8.4","9.3","276","276","3.54","293","3.76","78","29.0","6:27","171","6:41.6","6:42"
"","","Defaticamento","21","3:51.2","1:39:49","0.57","6:48","6:48","165","170","0","0","166","284","0.89","8.4","9.4","271","271","3.47","279","3.58","43","30.0","6:43","169","3:50","6:46"
"","Riepilogo","--","--","1:39:49","1:39:49","15.23","6:33","6:33","164","174","15","27","170","274","0.90","8.1","9.1","284","280","3.59","431","5.53","1,176","24.4","5:23","240","1:39:38","6:33"
