"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.76","6:33","7:04","120","131","0","8","155","282","0.97","8.6","8.9","275","257","3.30","316","4.06","49","28.0","5:39","169","4:38","6:04"
"","1","Corsa","2 - 6","30:00","35:00","4.77","6:17","6:15","155","174","24","20","166","276","0.96","8.6","8.9","301","298","3.83","417","5.36","361","27.0","5:21","176","29:50","6:15"
"","","Corsa","2","6:24.0","11:24","1.00","6:24","6:17","122","128","8","2","165","280","0.95","8.7","9.1","305","302","3.88","417","5.36","68","27.0","6:01","170","6:24.0","6:24"
"","","Corsa","3","6:17.3","17:41","1.00","6:17","6:21","154","167","1","8","166","279","0.96","8.7","9.0","294","291","3.74","325","4.18","75","25.0","6:08","170","6:17.3","6:17"
"","","Corsa","4","6:24.4","24:06","1.00","6:24","6:21","165","170","8","7","168","277","0.93","8.4","9.1","302","297","3.82","373","4.79","79","26.0","6:08","174","6:24","6:24"
"","","Corsa","5","6:22.9","30:29","1.00","6:23","6:21","169","174","5","0","162","273","0.97","8.5","8.8","295","290","3.73","373","4.79","81","29.0","5:21","176","6:13","6:13"
"","","Corsa","6","4:31.4","35:00","0.77","5:52","5:53","171","173","1","2","169","269","1.01","8.7","8.6","313","314","4.04","348","4.47","59","30.0","5:45","172","4:31","5:51"
"","2","Corsa","7 - 8","10:00","45:00","1.64","6:07","6:01","172","174","9","3","166","277","1.00","8.9","8.9","313","311","4.00","359","4.61","129","30.0","5:45","171","9:59","6:06"
"","","Corsa","7","5:58.1","40:58","1.00","5:58","5:55","172","174","4","3","166","274","1.02","8.9","8.8","316","314","4.04","359","4.61","78","30.0","5:45","171","5:58","5:58"
"","","Corsa","8","4:01.9","45:00","0.64","6:20","6:11","173","174","6","0","164","280","0.97","8.8","9.1","309","307","3.95","349","4.49","52","30.0","6:06","169","4:01.9","6:20"
"","","Defaticamento","9","0:02.4","45:02","0.01","5:55","6:19","172","172","0","0","163","281","0.95","8.7","9.1","287","298","3.83","299","3.84","1","30.0","6:24","163","0:02","4:54"
"","Riepilogo","--","--","45:02","45:02","7.18","6:17","6:16","155","174","33","31","165","277","0.97","8.7","8.9","302","296","3.80","417","5.36","539","27.9","5:21","176","44:31","6:12"
