"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","15:00","15:00","2.32","6:29","6:33","149","156","1","13","171","273","0.90","8.2","9.1","263","262","3.60","309","4.24","162","23.0","6:16","176","14:59","6:28"
"","","Riscaldamento","1","6:32.3","6:32.3","1.00","6:32","6:32","145","152","1","3","170","275","0.90","8.3","9.2","266","264","3.63","309","4.24","70","23.0","6:19","174","6:32.3","6:32"
"","","Riscaldamento","2","6:28.6","13:01","1.00","6:29","6:36","152","156","0","9","171","273","0.90","8.2","9.1","260","260","3.57","291","4.00","71","22.0","6:21","174","6:28","6:28"
"","","Riscaldamento","3","1:59.1","15:00","0.32","6:18","6:27","154","156","0","1","171","271","0.91","8.2","9.0","267","267","3.67","275","3.78","22","22.0","6:16","176","1:59","6:17"
"","1","Corsa","4 - 5","10:00","25:00","1.81","5:32","5:31","165","167","6","2","176","256","1.02","8.4","8.2","306","305","4.19","359","4.93","121","19.0","5:04","179","9:59","5:31"
"","","Corsa","4","5:27.2","20:27","1.00","5:27","5:27","164","166","2","2","175","255","1.04","8.5","8.2","309","309","4.24","359","4.93","66","20.0","5:04","179","5:27","5:27"
"","","Corsa","5","4:32.8","25:00","0.81","5:38","5:36","166","167","4","0","176","257","1.00","8.3","8.3","302","301","4.13","322","4.42","55","18.0","5:27","179","4:32.8","5:38"
"","2","Corsa","6","5:00","30:00","0.93","5:21","5:23","167","168","0","4","179","249","1.04","8.3","7.9","314","314","4.31","331","4.55","61","19.0","5:10","184","4:58","5:19"
"","","Defaticamento","7 - 10","16:22","46:22","2.96","5:32","5:33","167","175","6","7","178","254","1.01","8.2","8.2","305","305","4.19","441","6.06","198","17.0","4:23","188","16:22","5:32"
"","","Defaticamento","7","5:52.8","35:53","1.00","5:53","5:54","165","169","3","2","176","260","0.95","8.1","8.5","289","287","3.94","354","4.86","70","17.0","5:24","181","5:52.8","5:53"
"","","Defaticamento","8","5:38.0","41:31","1.00","5:38","5:35","167","169","2","1","177","255","1.00","8.3","8.2","298","303","4.16","441","6.06","68","17.0","4:23","188","5:38","5:38"
"","","Defaticamento","9","3:29.2","45:00","0.68","5:08","5:15","170","173","1","3","180","246","1.06","8.3","7.8","319","321","4.41","343","4.71","43","16.0","4:50","186","3:29","5:07"
"","","Defaticamento","10","1:22.4","46:22","0.28","4:55","4:50","174","175","0","0","181","239","1.14","8.5","7.5","347","347","4.77","373","5.12","17","16.0","4:49","184","1:21","4:50"
"","Riepilogo","--","--","46:22","46:22","8.02","5:47","5:49","161","175","14","27","175","260","0.98","8.3","8.5","295","292","4.01","441","6.06","543","19.3","4:23","188","46:19","5:47"
