"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","6:24.6","6:24.6","1.00","6:25","6:29","145","159","1","7","164","273","50.9% S / 49.1% D","0.95","10.4","10.8","296","297","Nessun peso","384","Nessun peso","71","25.0","5:17","171","6:24","6:24"
"","1","Corsa","2 - 3","9:42.7","16:07","2.00","4:51","4:52","169","174","4","7","180","238","50.6% S / 49.4% D","1.15","10.5","8.9","385","385","Nessun peso","441","Nessun peso","125","23.0","4:35","184","9:41","4:51"
"","","Corsa","2","4:50.8","11:15","1.00","4:51","4:53","166","171","2","6","180","239","50.7% S / 49.3% D","1.14","10.4","8.9","375","377","Nessun peso","427","Nessun peso","62","24.0","4:39","184","4:50","4:50"
"","","Corsa","3","4:51.9","16:07","1.00","4:52","4:50","171","174","2","1","180","237","50.5% S / 49.5% D","1.15","10.7","9.0","394","393","Nessun peso","441","Nessun peso","63","23.0","4:35","184","4:51.9","4:52"
"","","Riposo","4","2:00","18:07","0.19","10:46","9:51","146","174","0","0","115","455","50.2% S / 49.8% D","0.88","6.8","7.7","234","137","Nessun peso","386","Nessun peso","17","22.0","4:50","179","1:58","10:35"
"","2","Corsa","5 - 6","9:51.2","27:59","2.00","4:56","4:56","171","175","8","4","177","241","50.6% S / 49.4% D","1.15","11.0","9.4","399","399","Nessun peso","488","Nessun peso","129","21.0","4:23","183","9:51","4:55"
"","","Corsa","5","4:51.5","22:59","1.00","4:51","4:50","169","174","7","2","179","238","50.5% S / 49.5% D","1.16","10.8","9.1","411","416","Nessun peso","488","Nessun peso","63","21.0","4:23","183","4:51.5","4:51"
"","","Corsa","6","4:59.7","27:59","1.00","5:00","5:02","173","175","1","2","175","243","50.6% S / 49.4% D","1.15","11.3","9.6","386","383","Nessun peso","448","Nessun peso","65","21.0","4:52","180","4:59","4:59"
"","","Riposo","7","2:00","29:59","0.17","12:00","10:24","150","175","4","0","108","450","50.3% S / 49.7% D","0.82","6.1","7.6","252","148","Nessun peso","424","Nessun peso","18","20.0","4:51","176","1:58","11:48"
"","","Defaticamento","8 - 10","10:09","40:08","1.67","6:06","6:08","160","166","4","7","167","261","50.7% S / 49.3% D","0.98","10.8","10.9","318","319","Nessun peso","406","Nessun peso","117","22.0","5:48","170","10:09","6:06"
"","","Defaticamento","8","6:03.5","36:02","1.00","6:04","6:11","158","164","0","6","167","260","50.7% S / 49.3% D","0.98","10.9","10.9","310","312","Nessun peso","348","Nessun peso","69","22.0","5:48","170","6:03.5","6:03"
"","","Defaticamento","9","3:03.3","39:05","0.50","6:07","6:08","162","164","1","1","166","262","50.7% S / 49.3% D","0.98","10.8","10.7","316","318","Nessun peso","345","Nessun peso","36","23.0","5:57","169","3:03","6:06"
"","","Defaticamento","10","1:02.5","40:08","0.17","6:17","5:55","164","166","3","0","166","262","50.3% S / 49.7% D","0.97","10.9","10.9","359","362","Nessun peso","406","Nessun peso","13","23.0","6:06","168","1:02","6:14"
"","Riepilogo","--","--","40:08","40:08","7.02","5:43","5:42","161","175","21","25","166","255","50.7% S / 49.3% D","1.04","10.3","9.7","354","334","Nessun peso","488","Nessun peso","477","22.6","4:23","184","40:04","5:42"
