"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riposo","11","1:30","33:54","0.11","13:13","11:35","150","173","0","0","106","359","50.6% S / 49.4% D","0.80","5.2","6.4","250","97","1.37","410","5.77","13","14.0","4:38","174","1:28","12:55"
"","","Riposo","12","1:00","34:54","0.09","11:36","12:40","125","132","0","0","110","334","49.6% S / 50.4% D","0.73","5.6","7.7","85","97","1.37","334","4.70","4","14.0","6:03","179","0:59","11:25"
"","5","Corsa","13","1:47.8","36:42","0.40","4:30","4:21","163","172","1","0","183","232","50.8% S / 49.2% D","1.23","10.4","8.4","395","413","5.82","466","6.56","24","14.0","4:03","187","1:47.8","4:30"
"","","Riposo","14","1:00","37:42","0.09","10:37","9:20","158","172","4","0","118","370","50.2% S / 49.8% D","0.84","6.6","7.8","280","167","2.35","392","5.52","10","13.0","4:37","179","0:58","10:15"
"","6","Corsa","15","1:43.5","39:26","0.40","4:19","4:22","166","174","0","2","185","226","50.1% S / 49.9% D","1.26","10.3","8.1","401","421","5.93","510","7.18","22","13.0","3:57","193","1:43","4:17"
"","","Riposo","16","1:00","40:26","0.08","13:16","11:44","157","174","1","0","105","490","50.4% S / 49.6% D","0.78","5.8","7.4","270","119","1.68","442","6.23","9","13.0","4:29","182","0:55","12:10"
"","7","Corsa","17","1:45.6","42:11","0.40","4:24","4:26","165","174","0","0","183","231","50.5% S / 49.5% D","1.22","10.5","8.7","386","407","5.73","464","6.54","22","13.0","4:05","187","1:45.6","4:24"
"","","Riposo","18","1:00","43:11","0.09","11:40","9:45","160","174","2","0","117","401","50.6% S / 49.4% D","0.83","6.1","7.5","301","155","2.18","433","6.10","10","13.0","4:32","174","0:58","11:17"
"","8","Corsa","19","1:50.9","45:02","0.40","4:37","4:43","165","173","1","0","176","243","50.4% S / 49.6% D","1.20","11.1","9.4","376","391","5.51","423","5.96","23","13.0","4:29","178","1:50.9","4:37"
"","","Riposo","20","1:00","46:02","0.09","10:49","8:53","158","173","3","0","119","362","50.1% S / 49.9% D","0.90","6.6","7.2","288","176","2.48","395","5.56","10","13.0","4:36","176","0:58","10:28"
"","9","Corsa","21","1:48.3","47:50","0.40","4:31","4:36","164","172","0","1","180","236","50.4% S / 49.6% D","1.20","10.7","8.9","400","410","5.77","486","6.85","22","13.0","4:09","186","1:48","4:30"
"","","Riposo","22","1:00","48:50","0.09","11:38","10:57","156","172","0","0","116","355","50.1% S / 49.9% D","0.83","6.7","8.1","272","135","1.90","418","5.89","9","13.0","4:32","175","0:58","11:15"
"","10","Corsa","23","1:50.6","50:41","0.40","4:36","4:40","165","174","3","1","179","238","50.3% S / 49.7% D","1.21","10.8","8.9","382","397","5.59","460","6.48","23","13.0","4:15","183","1:50.6","4:36"
"","","Riposo","24","1:00","51:41","0.08","12:16","14:30","162","174","0","0","112","485","50.0% S / 50.0% D","1.20","6.8","7.5","250","132","1.86","383","5.39","11","13.0","5:03","171","0:40","8:11"
"","11","Corsa","25","1:47.0","53:28","0.40","4:28","4:28","166","174","2","2","178","238","50.3% S / 49.7% D","1.25","11.0","8.6","387","402","5.66","437","6.15","22","13.0","4:12","181","1:47","4:27"
"","","Riposo","26","1:00","54:28","0.09","11:27","8:57","157","173","1","0","113","407","50.3% S / 49.7% D","0.90","6.2","6.8","275","161","2.27","410","5.77","9","13.0","4:46","170","0:58","11:04"
"","","Defaticamento","27 - 28","7:25.4","1:01:53","1.32","5:38","5:39","163","171","8","6","169","257","50.3% S / 49.7% D","1.04","10.9","10.4","330","331","4.66","454","6.39","88","13.0","5:11","173","7:25","5:38"
"","","Defaticamento","27","5:38.4","1:00:06","1.00","5:38","5:48","161","170","3","6","169","256","50.2% S / 49.8% D","1.03","10.8","10.3","318","321","4.52","434","6.11","65","13.0","5:21","173","5:38.4","5:38"
"","","Defaticamento","28","1:47.0","1:01:53","0.32","5:37","5:15","170","171","5","0","167","258","50.5% S / 49.5% D","1.08","11.2","10.7","363","363","5.11","454","6.39","22","13.0","5:11","172","1:46","5:34"
"","Riepilogo","--","--","1:01:53","1:01:53","10.66","5:48","5:46","159","175","50","51","160","255","50.4% S / 49.6% D","1.07","9.6","8.9","350","313","4.41","522","7.35","700","14.6","3:57","193","1:01:19","5:45"
