"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","15:00","15:00","2.26","6:39","7:05","149","165","1","9","173","272","0.83","7.7","9.3","253","250","3.30","351","4.63","162","21.0","5:26","184","14:50","6:35"
"","","Riscaldamento","1","6:29.7","6:29.7","1.00","6:30","7:22","135","158","0","5","172","273","0.80","7.5","9.4","244","238","3.14","351","4.63","65","23.0","5:26","181","6:22","6:22"
"","","Riscaldamento","2","6:44.8","13:15","1.00","6:45","6:52","160","165","0","4","175","270","0.84","7.7","9.1","259","258","3.41","297","3.92","77","20.0","6:17","184","6:44.8","6:45"
"","","Riscaldamento","3","1:45.4","15:00","0.26","6:52","6:43","162","164","1","0","172","275","0.86","8.0","9.3","264","265","3.50","280","3.70","20","19.0","6:40","176","1:45","6:51"
"","1","Corsa","4","1:00","16:00","0.20","5:01","5:25","167","171","0","1","181","248","1.03","8.1","7.9","311","328","4.33","371","4.90","13","19.0","4:48","184","0:58","4:51"
"","2","Corsa","5","1:00","17:00","0.09","10:41","8:28","160","171","0","0","128","270","0.93","6.6","7.2","260","167","2.20","353","4.66","10","19.0","5:00","177","0:59","10:30"
"","3","Corsa","6","1:00","18:00","0.20","4:55","5:01","161","170","0","1","181","243","1.10","8.4","7.7","322","344","4.54","406","5.36","13","18.0","4:27","186","0:59","4:50"
"","4","Corsa","7","1:00","19:00","0.10","10:02","9:52","161","171","0","0","125","271","0.77","6.3","8.3","241","149","1.97","329","4.34","11","18.0","5:12","179","0:59","9:52"
"","5","Corsa","8","1:00","20:00","0.20","4:59","5:03","160","168","0","0","181","243","1.09","8.3","7.7","327","357","4.71","392","5.17","12","18.0","4:50","188","0:59","4:54"
"","6","Corsa","9","1:00","21:00","0.10","10:31","9:13","162","170","0","0","117","254","0.84","6.3","7.7","256","146","1.93","354","4.67","11","17.0","5:05","179","0:59","10:20"
"","7","Corsa","10","1:00","22:00","0.21","4:44","4:44","160","170","0","0","183","235","1.16","8.4","7.3","329","361","4.77","386","5.10","12","17.0","4:30","187","0:59","4:40"
"","8","Corsa","11","1:00","23:00","0.09","10:34","10:19","163","171","0","0","126","259","0.78","6.2","8.2","256","143","1.89","348","4.59","11","17.0","4:50","179","0:59","10:23"
"","9","Corsa","12","1:00","24:00","0.21","4:52","4:52","161","171","0","0","181","240","1.13","8.5","7.5","334","369","4.87","399","5.27","12","17.0","4:44","188","0:59","4:47"
"","10","Corsa","13","1:00","25:00","0.10","10:07","9:16","164","172","0","0","114","242","0.84","6.3","7.5","259","145","1.91","367","4.84","12","17.0","4:56","181","0:59","9:57"
"","11","Corsa","14","1:00","26:00","0.21","4:43","4:39","162","172","0","0","185","231","1.16","8.3","7.1","333","365","4.82","406","5.36","12","16.0","4:25","190","0:59","4:38"
"","12","Corsa","15","1:00","27:00","0.10","10:31","10:00","165","173","0","1","122","255","0.77","6.2","8.2","247","140","1.85","346","4.57","12","16.0","4:50","183","0:59","10:21"
"","13","Corsa","16","1:00","28:00","0.21","4:52","5:05","160","170","0","0","182","243","1.08","8.2","7.6","319","354","4.67","376","4.96","12","16.0","4:50","188","0:59","4:47"
"","14","Corsa","17","1:00","29:00","0.09","10:41","8:15","166","172","1","0","109","240","0.99","6.5","6.7","273","157","2.07","375","4.95","11","16.0","4:50","181","0:59","10:30"
"","15","Corsa","18","1:00","30:00","0.22","4:38","4:44","162","173","0","0","186","232","1.14","8.2","7.2","330","363","4.79","394","5.20","12","16.0","4:27","190","0:59","4:33"
"","16","Corsa","19","1:00","31:00","0.09","11:36","10:49","166","174","0","0","105","236","0.82","6.0","7.7","243","115","1.52","360","4.75","11","16.0","4:44","184","0:59","11:24"
"","17","Corsa","20","1:00","32:00","0.21","4:40","4:46","162","173","0","0","186","234","1.13","8.2","7.3","337","375","4.95","401","5.29","12","16.0","4:35","190","0:59","4:35"
"","18","Corsa","21","1:00","33:00","0.09","10:38","9:28","168","176","0","0","128","249","0.81","6.3","7.8","277","158","2.09","385","5.08","12","16.0","4:41","183","0:59","10:27"
"","19","Corsa","22","1:00","34:00","0.21","4:47","4:46","164","172","0","0","184","235","1.15","8.3","7.3","326","358","4.73","378","4.99","12","16.0","4:32","189","0:59","4:42"
"","20","Corsa","23","1:00","35:00","0.09","10:33","8:38","166","174","0","1","115","250","0.95","6.5","6.9","252","150","1.98","344","4.54","11","15.0","4:52","179","0:59","10:22"
"","21","Corsa","24","1:00","36:00","0.21","4:40","5:27","163","173","0","0","184","246","1.00","7.8","7.9","290","325","4.29","378","4.99","12","15.0","4:45","188","0:59","4:36"
"","22","Corsa","25","1:00","37:00","0.09","10:40","9:31","167","175","0","0","111","330","0.82","6.3","7.7","246","140","1.85","362","4.78","11","15.0","4:51","183","0:59","10:29"
"","23","Corsa","26","1:00","38:00","0.21","4:47","5:19","164","175","2","0","180","245","1.01","7.9","7.8","323","351","4.63","409","5.40","12","15.0","4:49","186","0:59","4:42"
"","24","Corsa","27","1:00","39:00","0.09","11:24","10:31","166","177","0","0","117","241","0.85","6.1","7.5","261","132","1.74","366","4.83","11","15.0","4:51","181","0:59","11:12"
"","25","Corsa","28","1:00","40:00","0.22","4:27","4:25","166","176","0","2","185","224","1.24","8.5","6.9","358","381","5.03","505","6.67","12","15.0","3:40","192","0:59","4:22"
"","26","Corsa","29","1:00","41:00","0.09","10:34","9:32","167","177","0","0","115","239","0.80","6.2","7.8","245","138","1.82","361","4.77","12","15.0","4:38","179","0:59","10:23"
"","27","Corsa","30","1:00","42:00","0.22","4:32","4:23","165","178","2","0","185","226","1.21","8.4","6.9","375","414","5.47","430","5.68","12","15.0","4:10","190","0:59","4:28"
"","28","Corsa","31","1:00","43:00","0.08","12:11","9:29","169","179","1","0","109","252","0.93","6.3","7.0","296","149","1.97","423","5.58","12","15.0","4:42","179","0:59","11:59"
"","29","Corsa","32","1:00","44:00","0.21","4:41","4:55","163","173","0","1","182","236","1.12","8.2","7.4","330","361","4.77","416","5.49","12","15.0","4:33","188","0:59","4:37"
"","30","Corsa","33","1:00","45:00","0.10","10:21","9:45","167","174","0","0","111","256","0.81","6.4","8.0","265","135","1.78","359","4.74","11","15.0","4:47","179","0:59","10:10"
