"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","31","Corsa","34","1:00","46:00","0.21","4:42","4:53","161","170","0","1","182","237","1.13","8.4","7.4","319","349","4.61","412","5.44","11","15.0","4:23","189","0:59","4:37"
"","32","Corsa","35","1:00","47:00","0.09","11:02","10:25","165","171","0","0","89","249","0.84","6.3","7.6","246","112","1.48","342","4.51","11","15.0","4:57","181","0:57","10:29"
"","33","Corsa","36","1:00","48:00","0.22","4:37","4:51","160","172","0","1","185","235","1.12","8.2","7.3","313","349","4.61","377","4.98","11","15.0","4:33","188","0:59","4:33"
"","34","Corsa","37","1:00","49:00","0.09","11:08","9:02","167","174","0","0","106","244","0.90","6.4","7.2","256","130","1.72","367","4.84","11","15.0","4:41","177","0:59","10:57"
"","","Defaticamento","38 - 41","17:31","1:06:31","2.65","6:36","6:36","166","176","18","19","170","274","0.89","8.1","9.1","275","273","3.60","368","4.86","203","16.0","6:10","177","17:31","6:36"
"","","Defaticamento","38","6:32.6","55:33","1.00","6:33","6:35","163","168","5","3","170","272","0.89","8.0","9.1","269","269","3.55","316","4.17","75","15.0","6:12","177","6:32.6","6:33"
"","","Defaticamento","39","6:40.8","1:02:13","1.00","6:41","6:37","168","176","12","13","170","277","0.88","8.2","9.3","283","277","3.66","368","4.86","78","16.0","6:15","176","6:40","6:40"
"","","Defaticamento","40","1:46.6","1:04:00","0.26","6:48","6:32","166","168","1","0","171","274","0.89","8.2","9.2","274","272","3.59","307","4.05","21","17.0","6:19","174","1:46.6","6:48"
"","","Defaticamento","41","2:30.8","1:06:31","0.39","6:24","6:37","166","171","0","3","171","273","0.90","8.2","9.1","268","270","3.56","309","4.08","29","17.0","6:10","174","2:30","6:22"
"","Riepilogo","--","--","1:06:31","1:06:31","10.08","6:36","6:37","161","179","26","38","160","261","0.93","7.6","8.4","285","256","3.38","505","6.67","760","17.2","3:40","192","1:06:18","6:35"
