"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.74","6:46","6:54","148","174","7","5","168","275","0.86","8.0","9.3","273","263","3.51","387","5.16","53","25.0","6:11","176","4:50","6:32"
"","1","Corsa","2 - 5","20:00","25:00","3.12","6:25","6:24","167","176","14","27","171","271","0.91","8.2","9.0","282","280","3.73","358","4.77","238","21.0","6:01","176","20:00","6:25"
"","","Corsa","2","6:35.5","11:35","1.00","6:35","6:30","166","176","11","14","171","273","0.89","8.1","9.1","286","283","3.77","358","4.77","78","23.0","6:16","176","6:35.5","6:35"
"","","Corsa","3","6:20.8","17:56","1.00","6:21","6:28","165","167","0","9","172","270","0.92","8.2","9.0","271","270","3.60","327","4.36","75","20.0","6:05","176","6:20.8","6:21"
"","","Corsa","4","6:18.7","24:15","1.00","6:19","6:15","169","173","2","2","171","270","0.93","8.3","8.9","287","287","3.83","348","4.64","76","19.0","6:01","176","6:18","6:18"
"","","Corsa","5","0:45.0","25:00","0.12","6:18","6:20","169","171","0","1","171","270","0.94","8.3","8.9","292","273","3.64","300","4.00","9","20.0","6:10","174","0:45","6:18"
"","2","Corsa","6 - 8","15:00","40:00","2.37","6:20","6:23","170","174","2","4","171","271","0.92","8.3","9.0","286","286","3.81","329","4.39","181","21.0","6:03","176","14:59","6:20"
"","","Corsa","6","6:18.3","31:18","1.00","6:18","6:17","170","172","2","0","171","270","0.93","8.3","8.9","279","280","3.73","305","4.07","76","20.0","6:03","174","6:18.3","6:18"
"","","Corsa","7","6:25.6","37:44","1.00","6:26","6:29","171","174","0","3","171","273","0.91","8.2","9.0","288","287","3.83","316","4.21","78","21.0","6:17","176","6:25","6:25"
"","","Corsa","8","2:16.1","40:00","0.37","6:10","6:20","169","174","0","1","171","271","0.93","8.3","8.9","299","301","4.01","329","4.39","27","22.0","6:03","174","2:16","6:10"
"","","Defaticamento","9 - 10","5:02.1","45:02","0.83","6:03","6:03","174","178","2","3","171","268","0.97","8.5","8.7","297","294","3.92","362","4.83","62","22.0","5:46","175","5:01","6:01"
"","","Defaticamento","9","5:00","45:00","0.83","6:03","6:03","174","178","2","3","171","268","0.97","8.5","8.7","297","294","3.92","362","4.83","62","22.0","5:46","175","4:59","6:02"
"","","Defaticamento","10","0:02.1","45:02","0.01","5:15","5:49","176","176","0","0","172","264","0.99","8.5","8.6","292","295","3.93","296","3.95","1","22.0","5:50","172","0:02","5:03"
"","Riepilogo","--","--","45:02","45:02","7.06","6:23","6:24","166","178","25","40","171","271","0.92","8.2","9.0","284","282","3.76","387","5.16","535","21.3","5:46","176","44:52","6:21"
