"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.62","8:04","8:19","119","157","0","2","152","289","0.80","7.5","9.4","220","203","2.68","253","3.34","41","25.0","6:54","174","4:49","7:46"
"","1","Corsa","2 - 4","20:00","25:00","2.88","6:56","6:58","160","165","3","7","169","279","0.85","8.1","9.4","260","259","3.42","309","4.08","221","23.0","6:21","174","20:00","6:56"
"","","Corsa","2","6:58.3","11:58","1.00","6:58","7:01","160","165","2","4","169","279","0.85","8.0","9.5","261","261","3.45","309","4.08","77","23.0","6:40","174","6:58.3","6:58"
"","","Corsa","3","6:53.7","18:52","1.00","6:54","6:53","161","163","1","1","169","279","0.86","8.1","9.4","264","264","3.49","296","3.91","77","22.0","6:21","174","6:53.7","6:54"
"","","Corsa","4","6:08.1","25:00","0.88","6:57","6:59","160","163","0","2","170","279","0.85","8.0","9.4","252","252","3.33","277","3.66","67","22.0","6:44","174","6:08","6:57"
"","2","Corsa","5 - 7","15:00","40:00","2.20","6:48","6:51","162","169","3","5","171","276","0.86","8.0","9.3","264","263","3.47","304","4.01","170","22.0","6:28","177","14:59","6:48"
"","","Corsa","5","6:51.0","31:51","1.00","6:51","6:50","162","169","3","1","171","276","0.85","8.0","9.3","264","263","3.47","304","4.01","77","22.0","6:28","176","6:51","6:51"
"","","Corsa","6","6:48.5","38:40","1.00","6:48","6:53","162","165","0","4","172","275","0.85","7.9","9.3","263","262","3.46","301","3.97","77","22.0","6:30","177","6:48","6:48"
"","","Corsa","7","1:20.5","40:00","0.20","6:37","6:42","165","167","0","0","170","276","0.88","8.2","9.2","271","269","3.55","274","3.62","16","22.0","6:34","174","1:20.5","6:37"
"","","Defaticamento","8 - 9","8:30.5","48:30","1.32","6:27","6:16","167","173","14","3","171","272","0.91","8.2","9.0","303","298","3.93","406","5.36","103","21.0","6:11","176","8:29","6:25"
"","","Defaticamento","8","5:00","45:00","0.79","6:22","6:19","166","169","3","0","171","271","0.92","8.3","9.0","288","289","3.82","343","4.53","61","21.0","6:11","174","4:59","6:20"
"","","Defaticamento","9","3:30.5","48:30","0.53","6:34","6:12","169","173","11","3","171","272","0.90","8.2","9.1","320","311","4.11","406","5.36","43","21.0","6:11","176","3:30","6:33"
"","Riepilogo","--","--","48:30","48:30","7.03","6:54","6:54","158","173","21","17","168","278","0.86","8.0","9.3","267","261","3.45","406","5.36","535","22.3","6:11","177","48:19","6:53"
