"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.69","7:18","7:09","116","156","14","0","169","281","0.84","7.9","9.5","284","274","3.70","329","4.45","47","23.0","5:46","177","4:54","7:09"
"","1","Corsa","2 - 5","20:00","25:00","3.03","6:36","6:41","159","167","5","29","171","273","0.88","8.1","9.1","267","264","3.57","325","4.39","230","21.0","6:17","176","20:00","6:36"
"","","Corsa","2","6:35.0","11:35","1.00","6:35","6:47","155","160","3","20","171","273","0.89","8.1","9.1","264","260","3.51","325","4.39","75","22.0","6:24","176","6:35.0","6:35"
"","","Corsa","3","6:33.1","18:08","1.00","6:33","6:34","160","164","1","5","171","273","0.89","8.1","9.1","271","270","3.65","320","4.32","76","21.0","6:17","174","6:33","6:33"
"","","Corsa","4","6:38.3","24:46","1.00","6:38","6:41","162","167","1","3","172","273","0.87","8.0","9.2","265","264","3.57","307","4.15","77","20.0","6:28","176","6:38","6:38"
"","","Corsa","5","0:13.6","25:00","0.03","6:42","6:50","162","162","0","0","172","274","0.87","8.0","9.2","254","258","3.49","263","3.55","3","20.0","6:43","172","0:13.6","6:42"
"","2","Corsa","6 - 7","10:00","35:00","1.70","5:54","5:53","170","174","5","4","173","264","0.98","8.4","8.6","301","301","4.07","332","4.49","123","21.0","5:33","179","9:59","5:53"
"","","Corsa","6","5:51.9","30:52","1.00","5:52","5:54","169","173","1","4","174","263","0.98","8.4","8.6","298","299","4.04","332","4.49","72","21.0","5:33","179","5:51.9","5:52"
"","","Corsa","7","4:08.1","35:00","0.70","5:57","5:53","171","174","3","0","172","266","0.98","8.5","8.6","304","304","4.11","318","4.30","51","21.0","5:45","177","4:08","5:57"
"","","Defaticamento","8 - 12","31:30","1:06:30","4.61","6:50","6:52","163","176","6","8","161","282","0.89","8.0","8.9","265","252","3.41","367","4.96","345","24.0","5:13","177","31:29","6:50"
"","","Defaticamento","8","5:00","40:00","0.64","7:49","7:53","154","172","0","2","142","321","0.86","7.3","8.5","235","200","2.70","315","4.26","47","22.0","6:01","177","4:59","7:48"
"","","Defaticamento","9","7:26.1","47:26","1.00","7:26","7:30","157","175","1","2","152","287","0.85","7.5","8.8","248","222","3.00","358","4.84","74","25.0","6:08","176","7:26.1","7:26"
"","","Defaticamento","10","6:35.6","54:02","1.00","6:36","6:35","165","170","3","1","170","274","0.89","8.1","9.1","269","273","3.69","367","4.96","76","25.0","5:13","174","6:35","6:35"
"","","Defaticamento","11","6:28.7","1:00:30","1.00","6:29","6:27","168","176","2","2","169","275","0.92","8.4","9.1","278","278","3.76","317","4.28","76","25.0","6:08","174","6:28.7","6:29"
"","","Defaticamento","12","6:00.1","1:06:30","0.97","6:12","6:17","169","175","0","1","169","273","0.95","8.5","9.0","282","282","3.81","326","4.41","72","24.0","5:37","176","5:59","6:10"
"","Riepilogo","--","--","1:06:30","1:06:30","10.02","6:38","6:38","159","176","30","41","167","276","0.90","8.1","9.0","273","265","3.58","367","4.96","745","22.7","5:13","179","1:06:23","6:37"
