"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.73","6:51","6:53","129","139","0","3","167","281","0.88","8.3","9.4","264","263","3.55","314","4.24","50","21.0","6:12","172","4:58","6:48"
"","1","Corsa","2 - 4","20:00","25:00","2.96","6:46","6:48","150","167","6","9","166","283","0.89","8.4","9.4","261","261","3.53","287","3.88","214","17.0","6:20","174","20:00","6:46"
"","","Corsa","2","6:44.1","11:44","1.00","6:44","6:51","137","142","1","6","167","282","0.89","8.4","9.4","259","258","3.49","285","3.85","69","19.0","6:33","174","6:44.1","6:44"
"","","Corsa","3","6:45.7","18:30","1.00","6:46","6:48","153","159","1","1","166","284","0.89","8.5","9.5","261","261","3.53","281","3.80","73","17.0","6:28","169","6:45.7","6:46"
"","","Corsa","4","6:30.1","25:00","0.96","6:48","6:46","160","167","4","2","166","283","0.89","8.4","9.4","264","263","3.55","287","3.88","72","16.0","6:20","170","6:30","6:48"
"","2","Corsa","5 - 7","15:00","40:00","2.24","6:41","6:40","169","178","5","3","168","280","0.90","8.4","9.3","268","267","3.61","297","4.01","173","15.0","6:24","174","14:59","6:40"
"","","Corsa","5","6:42.1","31:42","1.00","6:42","6:41","167","172","2","1","168","280","0.89","8.4","9.4","267","267","3.61","295","3.99","77","16.0","6:30","174","6:42","6:42"
"","","Corsa","6","6:40.1","38:22","1.00","6:40","6:40","171","178","0","2","168","280","0.90","8.4","9.3","266","265","3.58","280","3.78","77","15.0","6:24","171","6:40","6:40"
"","","Corsa","7","1:37.8","40:00","0.24","6:40","6:35","172","176","2","0","167","281","0.90","8.4","9.4","276","275","3.72","297","4.01","19","15.0","6:40","169","1:37.8","6:40"
"","","Defaticamento","8 - 9","7:01.0","47:01","1.11","6:21","6:25","169","177","0","2","168","277","0.94","8.6","9.1","276","277","3.74","302","4.08","82","15.0","6:10","172","7:00","6:20"
"","","Defaticamento","8","5:00","45:00","0.78","6:24","6:25","168","177","0","2","168","277","0.94","8.6","9.1","278","279","3.77","302","4.08","58","15.0","6:12","172","4:59","6:23"
"","","Defaticamento","9","2:01.0","47:01","0.33","6:12","6:24","171","174","0","0","168","276","0.93","8.5","9.1","272","271","3.66","290","3.92","24","15.0","6:10","171","2:01","6:12"
"","Riepilogo","--","--","47:01","47:01","7.04","6:41","6:42","157","178","10","18","167","281","0.90","8.4","9.4","266","265","3.58","314","4.24","519","16.8","6:10","174","47:00","6:41"
