"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.70","7:09","7:10","101","118","3","2","165","279","0.84","7.8","9.3","269","258","3.39","320","4.21","46","27.0","6:31","175","4:58","7:06"
"","1","Corsa","2 - 6","30:00","35:00","4.52","6:39","6:36","159","173","42","41","171","274","0.88","8.1","9.1","289","285","3.75","379","4.99","357","25.0","6:13","178","30:00","6:39"
"","","Corsa","2","6:41.5","11:41","1.00","6:41","6:30","133","166","19","7","172","273","0.86","7.9","9.2","302","300","3.95","363","4.78","73","26.0","6:16","178","6:41.5","6:41"
"","","Corsa","3","6:33.8","18:15","1.00","6:34","6:41","161","166","0","14","173","271","0.89","8.0","9.0","271","271","3.57","304","4.00","79","25.0","6:19","177","6:33.8","6:34"
"","","Corsa","4","6:33.8","24:49","1.00","6:34","6:19","168","171","19","0","172","272","0.89","8.1","9.1","309","309","4.07","379","4.99","82","25.0","6:15","177","6:33.8","6:34"
"","","Corsa","5","6:44.2","31:33","1.00","6:44","6:52","168","173","2","17","169","278","0.88","8.2","9.3","272","267","3.51","357","4.70","80","24.0","6:21","174","6:44","6:44"
"","","Corsa","6","3:26.6","35:00","0.52","6:40","6:40","171","173","1","3","170","276","0.89","8.2","9.2","282","277","3.64","323","4.25","42","26.0","6:13","177","3:26.6","6:40"
"","2","Corsa","7 - 8","10:00","45:00","1.75","5:44","5:47","174","178","2","4","170","266","1.02","8.7","8.6","318","319","4.20","355","4.67","131","25.0","5:24","176","9:59","5:43"
"","","Corsa","7","5:45.1","40:45","1.00","5:45","5:48","173","176","0","3","171","265","1.02","8.7","8.5","317","318","4.18","345","4.54","75","25.0","5:24","176","5:45","5:45"
"","","Corsa","8","4:14.9","45:00","0.75","5:42","5:47","176","178","2","1","169","268","1.02","8.8","8.6","320","321","4.22","355","4.67","56","25.0","5:30","176","4:14.9","5:42"
"","","Defaticamento","9","0:05.7","45:06","0.02","6:05","5:33","177","177","0","0","167","270","1.08","9.2","8.5","327","333","4.38","336","4.42","1","25.0","5:35","167","0:05","5:21"
"","Riepilogo","--","--","45:06","45:06","7.00","6:27","6:27","156","178","47","48","170","273","0.91","8.2","9.0","295","290","3.82","379","4.99","536","25.3","5:24","178","45:05","6:26"
