"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","1","Corsa","1 - 15","1:25:29","1:25:29","15.00","5:42","5:41","153","162","88","82","166","260","50.5% S / 49.5% D","1.06","10.2","9.4","303","299","Nessun peso","439","Nessun peso","1,011","21.0","4:13","204","1:24:56","5:40"
"","","Corsa","1","5:45.2","5:45.2","1.00","5:45","5:41","140","149","6","6","169","259","50.3% S / 49.7% D","1.04","9.8","9.4","305","301","Nessun peso","432","Nessun peso","67","25.0","4:13","204","5:45","5:45"
"","","Corsa","2","5:51.7","11:37","1.00","5:52","5:58","150","157","4","10","163","266","50.7% S / 49.3% D","1.07","9.8","8.9","294","287","Nessun peso","359","Nessun peso","69","21.0","4:33","178","5:38","5:38"
"","","Corsa","3","5:40.7","17:18","1.00","5:41","5:45","151","155","3","9","171","261","50.7% S / 49.3% D","1.03","9.8","9.3","296","295","Nessun peso","359","Nessun peso","68","19.0","5:31","176","5:40.7","5:41"
"","","Corsa","4","5:41.5","22:59","1.00","5:41","5:43","152","158","6","11","169","263","50.7% S / 49.3% D","1.04","9.6","9.0","290","287","Nessun peso","396","Nessun peso","68","19.0","5:25","172","5:41","5:41"
"","","Corsa","5","5:40.4","28:39","1.00","5:40","5:38","151","154","7","0","169","264","50.5% S / 49.5% D","1.04","9.9","9.3","298","296","Nessun peso","322","Nessun peso","67","19.0","5:32","173","5:40.4","5:40"
"","","Corsa","6","6:10.9","34:50","1.00","6:11","6:12","153","161","4","8","153","267","50.6% S / 49.4% D","1.03","10.0","9.5","291","267","Nessun peso","355","Nessun peso","71","19.0","5:11","175","6:00","6:00"
"","","Corsa","7","5:45.2","40:36","1.00","5:45","5:41","157","162","3","3","159","253","50.6% S / 49.4% D","1.10","10.8","9.6","299","291","Nessun peso","425","Nessun peso","70","21.0","4:17","175","5:38","5:38"
"","","Corsa","8","5:33.8","46:09","1.00","5:34","5:32","156","162","4","0","168","253","50.9% S / 49.1% D","1.07","10.3","9.4","306","305","Nessun peso","344","Nessun peso","68","21.0","5:03","174","5:33.8","5:34"
"","","Corsa","9","5:36.0","51:45","1.00","5:36","5:30","155","158","8","4","167","253","50.4% S / 49.6% D","1.08","10.6","9.6","314","313","Nessun peso","361","Nessun peso","67","20.0","5:22","171","5:36","5:36"
"","","Corsa","10","5:33.2","57:19","1.00","5:33","5:33","155","159","6","8","169","254","50.4% S / 49.6% D","1.07","10.3","9.4","314","309","Nessun peso","406","Nessun peso","67","20.0","5:18","174","5:33","5:33"
"","","Corsa","11","5:35.7","1:02:54","1.00","5:36","5:36","155","160","3","3","167","253","50.0% S / 50.0% D","1.07","10.7","9.8","309","309","Nessun peso","392","Nessun peso","66","20.0","5:17","171","5:35.7","5:36"
"","","Corsa","12","5:40.7","1:08:35","1.00","5:41","5:38","154","156","4","1","168","257","49.7% S / 50.3% D","1.05","10.3","9.5","296","299","Nessun peso","400","Nessun peso","66","21.0","5:31","171","5:40","5:40"
"","","Corsa","13","5:38.8","1:14:14","1.00","5:39","5:36","154","157","7","4","168","264","50.6% S / 49.4% D","1.06","10.4","9.6","312","308","Nessun peso","372","Nessun peso","67","22.0","5:32","171","5:38.8","5:39"
"","","Corsa","14","5:36.0","1:19:50","1.00","5:36","5:37","155","158","9","13","168","263","50.4% S / 49.6% D","1.06","10.2","9.4","302","299","Nessun peso","371","Nessun peso","65","23.0","5:29","172","5:36","5:36"
"","","Corsa","15","5:39.7","1:25:30","1.00","5:40","5:31","155","158","14","4","168","264","50.5% S / 49.5% D","1.05","10.2","9.4","321","319","Nessun peso","439","Nessun peso","65","23.0","5:21","172","5:39.7","5:40"
