"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1","5:00","5:00","0.69","7:15","7:11","152","165","9","0","154","290","0.90","8.4","9.4","288","273","3.51","378","4.86","57","25.0","6:21","170","4:50","7:01"
"","1","Corsa","2 - 4","20:00","25:00","2.97","6:44","6:46","162","169","16","29","166","283","0.90","8.4","9.4","281","278","3.57","357","4.59","239","22.0","6:06","179","20:00","6:44"
"","","Corsa","2","6:44.7","11:45","1.00","6:45","6:46","161","169","11","18","165","283","0.89","8.4","9.4","288","279","3.59","357","4.59","81","22.0","6:33","179","6:44.7","6:45"
"","","Corsa","3","6:40.7","18:25","1.00","6:41","6:47","162","167","0","10","165","283","0.91","8.5","9.3","273","273","3.51","302","3.88","80","21.0","6:20","169","6:40.7","6:41"
"","","Corsa","4","6:34.6","25:00","0.97","6:47","6:44","164","169","5","1","167","282","0.89","8.3","9.4","281","282","3.62","340","4.37","79","22.0","6:06","177","6:34.6","6:47"
"","2","Corsa","5 - 7","15:00","40:00","2.21","6:47","6:48","166","172","5","10","166","282","0.89","8.4","9.4","274","273","3.51","324","4.16","179","23.0","6:11","177","14:59","6:46"
"","","Corsa","5","6:50.8","31:51","1.00","6:51","6:52","163","166","1","6","166","283","0.89","8.4","9.4","271","269","3.46","301","3.87","80","23.0","6:11","170","6:50","6:50"
"","","Corsa","6","6:42.5","38:33","1.00","6:42","6:45","168","172","4","4","166","283","0.89","8.4","9.4","278","277","3.56","324","4.16","81","23.0","6:26","170","6:42.5","6:42"
"","","Corsa","7","1:26.7","40:00","0.21","6:45","6:44","167","172","0","0","168","280","0.89","8.3","9.3","277","277","3.56","285","3.66","18","23.0","6:30","177","1:26.7","6:45"
"","","Defaticamento","8 - 11","7:38.5","47:39","1.14","6:44","6:40","168","173","5","1","165","284","0.90","8.5","9.4","287","284","3.65","327","4.20","94","23.0","6:11","171","7:37","6:43"
"","","Defaticamento","8","4:07.4","44:07","0.65","6:23","6:23","168","171","0","1","166","279","0.95","8.6","9.1","292","291","3.74","327","4.20","52","23.0","6:11","171","4:06","6:20"
"","","Defaticamento","9","0:07.5","44:15","0.02","6:46","6:33","169","170","0","0","168","279","0.91","8.4","9.3","283","287","3.69","290","3.73","2","23.0","6:37","169","0:07.5","6:46"
"","","Defaticamento","10","0:45.1","45:00","0.11","6:34","6:31","169","173","1","0","165","284","0.91","8.5","9.3","290","297","3.82","315","4.05","10","23.0","6:37","169","0:45.1","6:34"
"","","Defaticamento","11","2:38.5","47:39","0.36","7:26","7:12","168","170","4","0","163","291","0.83","8.2","9.8","277","268","3.44","309","3.97","31","23.0","6:37","171","2:37","7:22"
"","Riepilogo","--","--","47:39","47:39","7.01","6:48","6:46","163","173","35","40","165","284","0.90","8.4","9.4","281","277","3.56","378","4.86","569","22.6","6:06","179","47:27","6:46"
