"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 4","18:41","18:41","3.20","5:50","5:50","156","171","9","17","169","267","50.6% S / 49.4% D","1.02","9.7","9.4","308","303","Nessun peso","416","Nessun peso","223","21.0","5:25","209","18:38","5:49"
"","","Riscaldamento","1","5:44.5","5:44.5","1.00","5:44","5:42","146","159","3","1","171","263","50.4% S / 49.6% D","1.02","9.7","9.3","314","313","Nessun peso","361","Nessun peso","66","24.0","5:30","209","5:44","5:44"
"","","Riscaldamento","2","5:46.7","11:31","1.00","5:47","5:48","160","163","0","4","171","262","50.7% S / 49.3% D","1.02","9.8","9.5","306","306","Nessun peso","349","Nessun peso","70","21.0","5:25","175","5:46","5:46"
"","","Riscaldamento","3","5:43.8","17:15","1.00","5:44","5:44","162","171","5","10","171","261","50.8% S / 49.2% D","1.02","9.8","9.4","315","308","Nessun peso","416","Nessun peso","71","19.0","5:34","177","5:43.8","5:44"
"","","Riscaldamento","4","1:25.8","18:41","0.20","7:09","7:11","155","160","0","1","144","332","50.9% S / 49.1% D","0.98","9.3","9.6","242","236","Nessun peso","328","Nessun peso","16","19.0","5:31","173","1:25.8","7:09"
"","1","Corsa","5","1:20.8","20:02","0.30","4:29","4:24","170","173","2","0","184","235","51.0% S / 49.0% D","1.20","9.5","7.7","393","402","Nessun peso","460","Nessun peso","19","18.0","4:17","191","1:20","4:27"
"","2","Corsa","6","1:37.6","21:39","0.30","5:25","5:18","170","173","0","0","173","257","51.0% S / 49.0% D","1.09","9.7","8.7","339","327","Nessun peso","374","Nessun peso","21","18.0","4:40","178","1:36","5:20"
"","3","Corsa","7","1:20.1","22:59","0.30","4:27","4:33","172","175","0","0","184","233","51.2% S / 48.8% D","1.20","9.7","7.9","371","381","Nessun peso","407","Nessun peso","18","18.0","4:25","190","1:19","4:23"
"","4","Corsa","8","1:37.7","24:37","0.30","5:26","5:20","170","175","0","1","172","257","50.9% S / 49.1% D","1.10","10.0","8.9","341","331","Nessun peso","391","Nessun peso","21","18.0","4:30","175","1:37","5:23"
"","5","Corsa","9","1:20.4","25:57","0.30","4:28","4:35","174","177","0","0","181","236","51.2% S / 48.8% D","1.21","10.0","8.0","375","385","Nessun peso","417","Nessun peso","19","18.0","4:23","186","1:20","4:27"
"","6","Corsa","10","1:38.1","27:36","0.30","5:27","5:21","172","176","0","0","171","258","51.0% S / 49.0% D","1.10","10.1","8.9","342","328","Nessun peso","403","Nessun peso","21","18.0","4:31","174","1:37","5:23"
"","7","Corsa","11","1:21.4","28:57","0.30","4:31","4:35","176","178","0","0","180","238","51.3% S / 48.7% D","1.22","10.2","8.1","378","386","Nessun peso","420","Nessun peso","19","18.0","4:19","186","1:20","4:27"
"","8","Corsa","12","1:38.7","30:36","0.30","5:29","5:26","174","178","0","0","170","258","50.9% S / 49.1% D","1.09","10.2","9.1","338","327","Nessun peso","371","Nessun peso","22","18.0","4:50","174","1:38","5:27"
"","9","Corsa","13","1:21.2","31:57","0.30","4:31","4:34","176","178","0","0","179","239","51.0% S / 49.0% D","1.21","10.1","8.1","374","385","Nessun peso","407","Nessun peso","19","18.0","4:24","183","1:20","4:27"
"","10","Corsa","14","1:41.4","33:38","0.30","5:38","5:36","174","178","0","1","167","264","50.8% S / 49.2% D","1.08","10.5","9.4","334","320","Nessun peso","404","Nessun peso","22","18.0","4:34","170","1:40","5:33"
"","11","Corsa","15","1:19.6","34:58","0.30","4:25","4:31","177","179","0","0","179","234","51.2% S / 48.8% D","1.23","10.3","8.2","381","391","Nessun peso","414","Nessun peso","19","19.0","4:21","183","1:19","4:23"
"","12","Corsa","16","2:10.2","37:08","0.30","7:14","7:19","164","178","0","1","144","302","50.8% S / 49.2% D","0.96","8.8","9.2","275","226","Nessun peso","407","Nessun peso","26","19.0","4:27","171","2:09","7:10"
"","13","Corsa","17","1:26.5","38:34","0.30","4:48","4:34","171","177","0","1","170","233","50.9% S / 49.1% D","1.27","9.9","7.7","361","369","Nessun peso","507","Nessun peso","20","20.0","3:49","185","1:26","4:47"
"","14","Corsa","18","1:44.4","40:19","0.30","5:48","5:37","174","179","0","0","167","265","50.8% S / 49.2% D","1.08","10.4","9.4","340","321","Nessun peso","370","Nessun peso","23","21.0","4:46","171","1:43","5:43"
"","15","Corsa","19","1:23.2","41:42","0.30","4:37","4:42","175","180","3","0","178","240","51.0% S / 49.0% D","1.18","10.1","8.4","369","383","Nessun peso","436","Nessun peso","19","21.0","4:31","183","1:22","4:33"
"","16","Corsa","20","1:43.2","43:25","0.30","5:44","5:37","176","180","0","1","167","264","51.1% S / 48.9% D","1.08","10.4","9.4","340","318","Nessun peso","435","Nessun peso","23","21.0","4:46","174","1:42","5:40"
"","","Defaticamento","21 - 22","6:34.4","50:00","1.03","6:23","6:22","165","173","7","0","160","284","50.4% S / 49.6% D","0.98","9.6","9.6","295","281","Nessun peso","353","Nessun peso","76","22.0","5:44","172","6:34","6:22"
"","","Defaticamento","21","6:24.3","49:49","1.00","6:24","6:23","165","173","7","0","160","284","50.4% S / 49.6% D","0.98","9.6","9.6","295","281","Nessun peso","353","Nessun peso","74","22.0","5:44","172","6:24.3","6:24"
"","","Defaticamento","22","0:10.2","50:00","0.03","5:33","5:57","168","169","0","0","169","262","50.5% S / 49.5% D","1.01","10.1","9.8","297","300","Nessun peso","306","Nessun peso","2","23.0","5:54","169","0:09","4:55"
"","Riepilogo","--","--","50:00","50:00","9.03","5:32","5:31","165","180","21","22","169","262","50.8% S / 49.2% D","1.07","9.8","9.1","331","320","Nessun peso","507","Nessun peso","628","20.1","3:49","209","49:55","5:32"
