"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 2","13:24","13:24","2.00","6:42","6:42","144","153","10","9","175","271","50.5% S / 49.5% D","0.85","8.1","9.3","258","255","3.70","316","4.58","141","24.0","5:28","182","13:23","6:42"
"","","Riscaldamento","1","6:21.0","6:21.0","1.00","6:21","6:18","139","152","3","1","175","266","50.6% S / 49.4% D","0.90","8.3","9.1","272","268","3.88","316","4.58","69","26.0","5:28","180","6:21.0","6:21"
"","","Riscaldamento","2","7:03.0","13:24","1.00","7:03","7:06","148","153","7","8","175","274","50.5% S / 49.5% D","0.81","7.9","9.5","245","243","3.52","293","4.25","72","23.0","6:35","182","7:03","7:03"
"","1","Corsa","3 - 10","37:40","51:04","8.00","4:43","4:45","171","175","24","38","180","247","50.9% S / 49.1% D","1.18","9.1","7.5","350","349","5.06","493","7.14","520","19.0","4:05","186","37:40","4:43"
"","","Corsa","3","4:40.8","18:05","1.00","4:41","4:49","166","169","2","11","181","249","50.8% S / 49.2% D","1.17","9.0","7.5","344","345","5.00","410","5.94","63","21.0","4:28","186","4:40.8","4:41"
"","","Corsa","4","4:42.9","22:48","1.00","4:43","4:47","169","171","3","15","180","248","50.8% S / 49.2% D","1.19","9.1","7.4","338","334","4.84","493","7.14","64","20.0","4:19","182","4:42.9","4:43"
"","","Corsa","5","4:43.0","27:31","1.00","4:43","4:44","171","173","2","6","180","248","50.8% S / 49.2% D","1.18","9.0","7.4","355","355","5.14","416","6.03","65","20.0","4:13","182","4:43","4:43"
"","","Corsa","6","4:41.2","32:12","1.00","4:41","4:46","172","173","1","3","180","248","50.9% S / 49.1% D","1.17","9.0","7.5","343","342","4.96","455","6.59","65","19.0","4:05","183","4:41","4:41"
"","","Corsa","7","4:45.6","36:57","1.00","4:46","4:45","173","175","4","3","180","245","50.9% S / 49.1% D","1.16","9.1","7.6","346","347","5.03","435","6.30","66","19.0","4:05","182","4:45.6","4:46"
"","","Corsa","8","4:43.0","41:41","1.00","4:43","4:42","173","174","8","0","180","245","51.0% S / 49.0% D","1.17","9.1","7.6","363","363","5.26","423","6.13","66","18.0","4:18","182","4:43","4:43"
"","","Corsa","9","4:47.6","46:28","1.00","4:48","4:44","173","174","4","0","180","245","51.0% S / 49.0% D","1.16","9.1","7.6","353","352","5.10","419","6.07","67","18.0","4:16","182","4:47","4:47"
"","","Corsa","10","4:36.2","51:04","1.00","4:36","4:38","173","175","0","0","180","244","51.1% S / 48.9% D","1.20","9.3","7.5","357","357","5.17","392","5.68","65","18.0","4:24","181","4:36.2","4:36"
"","","Defaticamento","11 - 13","15:02","1:06:07","2.05","7:20","7:05","148","173","22","3","166","287","50.3% S / 49.7% D","0.83","8.8","10.4","253","249","3.61","400","5.80","139","19.0","4:38","174","15:01","7:19"
"","","Defaticamento","11","7:07.3","58:12","1.00","7:07","7:07","151","173","0","3","167","284","50.2% S / 49.8% D","0.86","8.9","10.3","250","241","3.49","400","5.80","68","19.0","4:38","174","7:07","7:07"
"","","Defaticamento","12","7:30.0","1:05:42","1.00","7:30","7:06","145","148","19","0","166","290","50.3% S / 49.7% D","0.81","8.7","10.6","254","254","3.68","318","4.61","67","20.0","6:26","169","7:30.0","7:30"
"","","Defaticamento","13","0:25.2","1:06:07","0.05","8:03","6:30","149","151","3","0","164","301","50.8% S / 49.2% D","0.80","8.4","10.3","288","309","4.48","343","4.97","4","19.0","7:26","166","0:24","7:39"
"","Riepilogo","--","--","1:06:07","1:06:07","12.05","5:29","5:29","160","175","57","50","176","261","50.7% S / 49.3% D","1.03","8.8","8.5","320","307","4.45","493","7.14","800","20.3","4:05","186","1:06:05","5:29"
