"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 2","11:45","11:45","2.00","5:52","5:46","141","162","18","1","167","263","50.5% S / 49.5% D","1.02","10.6","10.2","334","332","4.74","423","6.04","130","23.0","5:39","170","11:44","5:52"
"","","Riscaldamento","1","5:55.3","5:55.3","1.00","5:55","5:44","115","141","16","0","167","264","50.2% S / 49.8% D","1.01","10.5","10.1","342","338","4.83","423","6.04","18","25.0","5:39","170","5:55.3","5:55"
"","","Riscaldamento","2","5:49.7","11:45","1.00","5:50","5:49","152","162","2","1","167","262","50.8% S / 49.2% D","1.02","10.8","10.3","326","326","4.66","363","5.19","42","22.0","5:45","170","5:49.7","5:50"
"","","Riposo","3","1:30","13:15","0.10","15:09","13:38","135","157","0","5","80","448","50.5% S / 49.5% D","0.94","7.5","7.9","208","91","1.30","327","4.67","11","21.0","5:50","166","1:06","11:07"
"","1","Corsa","4","3:35.4","16:50","0.80","4:29","4:37","163","170","1","6","175","247","51.2% S / 48.8% D","1.25","10.9","8.6","372","378","5.40","444","6.34","45","23.0","4:10","184","3:35","4:29"
"","","Riposo","5","1:30","18:20","0.13","11:36","10:19","144","170","1","1","111","458","49.9% S / 50.1% D","0.84","6.5","7.4","249","127","1.81","410","5.86","13","25.0","4:28","172","1:28","11:20"
"","2","Corsa","6","3:34.5","21:55","0.80","4:28","4:24","166","172","8","0","175","240","50.7% S / 49.3% D","1.26","10.7","8.2","420","425","6.07","605","8.64","46","23.0","4:11","183","3:34.5","4:28"
"","","Riposo","7","1:30","23:25","0.12","12:13","11:23","147","172","0","4","92","266","50.2% S / 49.8% D","0.92","5.7","6.5","249","85","1.21","400","5.71","13","22.0","4:33","175","1:28","11:57"
"","3","Corsa","8","3:35.6","27:00","0.80","4:29","4:37","167","176","1","6","176","241","50.8% S / 49.2% D","1.24","10.7","8.6","381","385","5.50","501","7.16","46","24.0","4:02","184","3:35","4:29"
"","","Riposo","9","1:30","28:30","0.13","11:45","11:24","152","175","0","3","116","376","46.3% S / 53.7% D","0.78","6.2","7.6","247","115","1.64","400","5.71","14","26.0","4:29","172","1:28","11:29"
"","4","Corsa","10","3:34.2","32:05","0.80","4:28","4:32","168","175","0","0","176","240","50.5% S / 49.5% D","1.24","11.0","8.9","385","394","5.63","496","7.09","48","27.0","4:13","181","3:34.2","4:28"
"","","Riposo","11","1:30","33:35","0.13","11:36","10:41","155","175","1","0","110","448","49.5% S / 50.5% D","0.85","6.5","8.3","243","132","1.89","409","5.84","15","27.0","4:31","167","1:28","11:20"
"","5","Corsa","12","3:32.5","37:07","0.80","4:26","4:25","170","176","1","0","177","237","50.2% S / 49.8% D","1.28","11.0","8.5","391","402","5.74","466","6.66","48","27.0","4:05","180","3:32","4:25"
"","","Riposo","13","1:30","38:37","0.12","12:46","11:24","157","176","0","0","109","463","48.0% S / 52.0% D","0.80","6.1","7.7","250","114","1.63","413","5.90","15","27.0","4:28","169","1:28","12:29"
"","6","Corsa","14","3:37.2","42:14","0.80","4:32","4:28","170","176","9","0","175","240","50.4% S / 49.6% D","1.25","11.1","8.8","418","426","6.09","474","6.77","47","26.0","4:16","179","3:37","4:31"
"","","Riposo","15","1:30","43:44","0.12","12:17","11:42","157","176","0","1","108","372","50.7% S / 49.3% D","0.83","6.1","7.6","247","103","1.47","370","5.29","14","24.0","4:36","165","1:28","12:01"
"","7","Corsa","16","3:38.0","47:22","0.80","4:33","4:33","170","175","3","1","175","241","50.8% S / 49.2% D","1.23","11.1","9.0","404","413","5.90","456","6.51","48","24.0","4:25","177","3:38","4:33"
"","","Riposo","17","1:30","48:52","0.13","11:27","9:35","158","175","0","0","113","398","50.5% S / 49.5% D","0.84","6.3","7.5","266","137","1.96","431","6.16","15","23.0","4:37","173","1:28","11:11"
"","8","Corsa","18","3:36.7","52:29","0.80","4:31","4:43","170","177","0","11","176","240","50.7% S / 49.3% D","1.25","10.9","8.8","362","372","5.31","424","6.06","47","25.0","4:16","178","3:36.7","4:31"
"","","Riposo","19","1:30","53:59","0.11","14:14","13:06","159","177","1","1","105","464","51.0% S / 49.0% D","0.85","5.3","6.7","230","95","1.36","389","5.56","14","28.0","4:33","170","1:28","13:55"
"","","Defaticamento","20 - 22","10:28","1:04:27","1.83","5:43","5:46","165","169","11","6","164","261","50.4% S / 49.6% D","1.04","10.7","10.1","326","320","4.57","437","6.24","125","28.0","5:27","172","10:28","5:43"
"","","Defaticamento","20","5:42.2","59:41","1.00","5:42","5:54","162","175","2","3","162","261","50.3% S / 49.7% D","1.04","10.5","10.0","309","304","4.34","437","6.24","70","29.0","5:28","172","5:42.2","5:42"
"","","Defaticamento","21","4:35.3","1:04:17","0.80","5:44","5:36","167","169","8","1","167","261","50.5% S / 49.5% D","1.04","11.0","10.2","344","342","4.89","387","5.53","55","27.0","5:27","170","4:35","5:44"
"","","Defaticamento","22","0:10.6","1:04:27","0.03","5:51","5:50","168","168","0","1","167","270","50.2% S / 49.8% D","1.05","9.8","9.4","310","283","4.04","305","4.36","2","27.0","5:35","167","0:10","5:30"
"","Riepilogo","--","--","1:04:27","1:04:27","11.31","5:42","5:39","161","177","56","46","158","259","50.5% S / 49.5% D","1.10","9.9","9.0","353","314","4.49","605","8.64","674","25.1","4:02","184","1:03:55","5:39"
