"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Media bilanciamento TCS","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 4","22:11","22:11","3.50","6:20","6:17","137","146","23","10","177","266","50.7% S / 49.3% D","0.89","8.0","8.7","269","266","3.86","386","5.59","243","18.0","5:38","224","22:09","6:20"
"","","Riscaldamento","1","6:30.7","6:30.7","1.00","6:31","6:21","133","139","15","1","176","264","50.7% S / 49.3% D","0.88","8.0","9.0","279","274","3.97","349","5.06","69","24.0","5:38","224","6:30.7","6:31"
"","","Riscaldamento","2","6:11.2","12:42","1.00","6:11","6:09","140","146","3","1","178","265","50.8% S / 49.2% D","0.91","7.8","8.4","265","264","3.83","300","4.35","70","18.0","5:49","181","6:11","6:11"
"","","Riscaldamento","3","6:12.7","18:55","1.00","6:13","6:16","138","142","0","5","177","266","50.7% S / 49.3% D","0.91","8.1","8.6","264","263","3.81","305","4.42","68","15.0","6:05","180","6:12","6:12"
"","","Riscaldamento","4","3:16.8","22:11","0.50","6:34","6:28","139","145","5","3","174","275","50.7% S / 49.3% D","0.87","8.0","9.0","267","261","3.78","386","5.59","36","14.0","6:15","179","3:16.8","6:34"
"","1","Corsa","5","3:37.8","25:49","0.80","4:32","4:37","156","159","2","3","184","241","51.3% S / 48.7% D","1.18","8.8","7.2","362","365","5.29","461","6.68","48","13.0","4:22","195","3:37","4:31"
"","","Recupero","6","1:39.8","27:29","0.25","6:39","6:20","144","158","0","2","174","274","50.6% S / 49.4% D","0.92","8.3","8.8","287","259","3.75","387","5.61","18","13.0","4:33","180","1:39","6:36"
"","2","Corsa","7","3:36.5","31:05","0.80","4:31","4:34","156","161","1","1","185","236","51.4% S / 48.6% D","1.18","8.8","7.3","354","357","5.17","387","5.61","47","13.0","4:22","187","3:35","4:29"
"","","Recupero","8","1:40.3","32:46","0.25","6:41","6:16","146","160","0","0","172","274","50.6% S / 49.4% D","0.90","8.5","9.3","287","265","3.84","372","5.39","19","12.0","4:38","184","1:40","6:40"
"","3","Corsa","9","3:29.4","36:15","0.80","4:22","4:27","159","165","1","0","185","234","51.1% S / 48.9% D","1.21","8.9","7.2","372","376","5.45","398","5.77","46","12.0","4:18","188","3:28","4:20"
"","","Recupero","10","1:45.6","38:01","0.25","7:02","6:34","149","164","0","1","172","279","50.8% S / 49.2% D","0.89","8.2","8.9","283","252","3.65","396","5.74","19","12.0","4:24","178","1:45","7:00"
"","4","Corsa","11","3:29.9","41:31","0.80","4:22","4:24","158","164","1","0","185","233","51.3% S / 48.7% D","1.23","9.0","7.2","369","374","5.42","429","6.22","46","12.0","4:09","189","3:28","4:20"
"","","Recupero","12","1:43.9","43:15","0.25","6:56","6:21","149","163","1","0","172","264","49.6% S / 50.4% D","0.91","8.5","9.1","288","258","3.74","384","5.57","19","12.0","4:26","180","1:43","6:52"
"","5","Corsa","13","3:30.3","46:45","0.80","4:23","4:27","160","165","1","0","185","234","51.3% S / 48.7% D","1.21","8.9","7.2","373","379","5.49","445","6.45","47","12.0","4:01","187","3:30","4:23"
"","","Recupero","14","1:43.6","48:28","0.25","6:54","6:22","151","165","0","0","170","274","50.2% S / 49.8% D","0.91","8.5","9.1","292","260","3.77","409","5.93","19","13.0","4:22","173","1:42","6:48"
"","6","Corsa","15","3:24.9","51:53","0.80","4:16","4:22","160","166","1","0","185","230","51.6% S / 48.4% D","1.23","9.1","7.3","376","381","5.52","449","6.51","45","13.0","3:58","190","3:24","4:15"
"","","Recupero","16","1:40.3","53:34","0.25","6:41","6:05","152","164","0","1","172","271","50.3% S / 49.7% D","0.92","8.2","8.7","301","261","3.78","396","5.74","19","12.0","4:20","185","1:39","6:36"
"","","Defaticamento","17 - 21","20:41","1:14:14","3.30","6:16","6:13","142","147","14","10","173","259","48.7% S / 51.3% D","0.93","8.5","8.9","267","266","3.86","392","5.68","217","13.0","4:37","178","20:34","6:13"
"","","Defaticamento","17","6:13.1","59:47","1.00","6:13","6:21","141","145","0","6","174","257","48.9% S / 51.1% D","0.91","8.6","9.2","259","259","3.75","290","4.20","63","13.0","5:34","178","6:13.1","6:13"
"","","Defaticamento","18","6:06.8","1:05:53","1.00","6:07","6:07","142","144","1","4","175","253","48.3% S / 51.7% D","0.94","8.5","8.9","266","266","3.86","326","4.72","64","13.0","5:49","178","6:06","6:06"
"","","Defaticamento","19","6:25.5","1:12:19","1.00","6:26","6:13","141","145","9","0","170","265","48.8% S / 51.2% D","0.94","8.4","8.9","273","269","3.90","392","5.68","69","14.0","4:37","177","6:20","6:20"
"","","Defaticamento","20","1:15.0","1:13:34","0.20","6:15","6:12","142","144","0","0","175","261","48.7% S / 51.3% D","0.91","8.3","8.9","274","270","3.91","311","4.51","14","13.0","6:07","178","1:15.0","6:15"
"","","Defaticamento","21","0:40.4","1:14:14","0.10","6:28","6:05","145","147","3","0","176","268","49.7% S / 50.3% D","0.90","8.2","8.9","265","291","4.22","372","5.39","7","14.0","6:20","178","0:39","6:15"
"","Riepilogo","--","--","1:14:14","1:14:14","13.10","5:40","5:38","146","166","45","29","177","256","50.3% S / 49.7% D","1.00","8.4","8.4","309","295","4.28","461","6.68","853","14.5","3:58","224","1:14:03","5:39"
