"","Intervallo","Tipo di fase","Lap","Tempo","Tempo cumulato","Distanza","Passo medio","PRP medio","FC Media","FC max","Ascesa totale","Discesa totale","Cadenza di corsa media","Tempo medio di contatto con il suolo","Lunghezza media passo","Oscillazione verticale media","Rapporto verticale medio","Normalized Power® (NP®)","Potenza media","W/kg medio","Potenza max","W/kg massimo","Calorie","Temperatura med","Passo migliore","Cadenza di corsa max","Tempo in movimento","Passo medio in movimento"
"","","Riscaldamento","1 - 3","14:45","14:45","2.50","5:54","5:58","152","164","10","12","161","279","1.06","9.5","8.9","295","289","Nessun peso","368","Nessun peso","172","25.0","5:06","167","14:25","5:46"
"","","Riscaldamento","1","5:56.9","5:56.9","1.00","5:57","6:05","141","157","3","3","160","277","1.07","9.5","8.9","297","283","Nessun peso","362","Nessun peso","65","26.0","5:06","167","5:39","5:39"
"","","Riscaldamento","2","5:53.5","11:50","1.00","5:53","5:53","161","164","7","6","162","281","1.05","9.4","9.0","298","296","Nessun peso","368","Nessun peso","72","25.0","5:24","165","5:53.5","5:54"
"","","Riscaldamento","3","2:54.2","14:45","0.50","5:48","5:54","159","164","0","4","162","279","1.06","9.5","9.0","288","287","Nessun peso","305","Nessun peso","35","24.0","5:44","163","2:54","5:48"
"","1","Corsa","4","1:21.7","16:06","0.30","4:32","4:46","169","175","1","1","172","249","1.21","9.4","7.8","346","356","Nessun peso","422","Nessun peso","18","25.0","4:12","179","1:20","4:27"
"","2","Corsa","5","1:38.6","17:45","0.30","5:29","5:06","174","177","2","0","165","266","1.16","9.7","8.4","345","336","Nessun peso","385","Nessun peso","22","24.0","4:26","171","1:38","5:27"
"","3","Corsa","6","1:17.4","19:02","0.30","4:18","4:26","174","178","1","0","174","239","1.29","9.5","7.4","383","388","Nessun peso","461","Nessun peso","17","24.0","3:59","179","1:16","4:13"
"","4","Corsa","7","1:40.4","20:43","0.30","5:35","5:16","173","177","0","0","163","268","1.16","9.8","8.5","338","324","Nessun peso","384","Nessun peso","22","23.0","4:20","174","1:40","5:33"
"","5","Corsa","8","1:17.8","22:00","0.30","4:19","4:35","174","178","0","0","177","239","1.23","9.1","7.4","368","378","Nessun peso","427","Nessun peso","18","23.0","4:07","181","1:17","4:17"
"","6","Corsa","9","1:35.2","23:36","0.30","5:17","5:01","175","178","0","0","164","263","1.21","10.0","8.3","358","345","Nessun peso","401","Nessun peso","21","23.0","4:21","176","1:34","5:13"
"","7","Corsa","10","1:18.7","24:54","0.30","4:22","4:33","174","175","0","0","173","243","1.26","9.6","7.6","369","378","Nessun peso","410","Nessun peso","18","22.0","4:14","176","1:17","4:17"
"","8","Corsa","11","1:37.7","26:32","0.30","5:26","5:24","168","171","0","0","163","272","1.14","9.8","8.6","340","322","Nessun peso","402","Nessun peso","21","22.0","4:29","170","1:37","5:23"
"","9","Corsa","12","1:21.6","27:54","0.30","4:32","4:39","172","175","0","1","172","246","1.27","9.7","7.6","363","375","Nessun peso","411","Nessun peso","18","22.0","4:18","176","1:21","4:30"
"","10","Corsa","13","1:40.3","29:34","0.30","5:34","5:24","159","174","1","0","161","268","1.13","9.6","8.5","302","306","Nessun peso","382","Nessun peso","20","23.0","4:39","167","1:39","5:30"
"","11","Corsa","14","1:19.5","30:53","0.30","4:25","4:35","175","185","0","0","175","241","1.24","9.3","7.5","348","359","Nessun peso","419","Nessun peso","18","23.0","4:00","179","1:19","4:23"
"","12","Corsa","15","1:40.9","32:34","0.30","5:36","5:16","178","185","1","0","165","267","1.14","9.7","8.5","334","317","Nessun peso","394","Nessun peso","22","23.0","4:18","172","1:40","5:33"
"","13","Corsa","16","1:16.3","33:50","0.30","4:14","4:28","175","179","0","0","176","237","1.28","9.4","7.3","350","364","Nessun peso","390","Nessun peso","17","23.0","4:13","179","1:15","4:10"
"","14","Corsa","17","1:41.1","35:32","0.30","5:37","5:22","176","180","0","1","163","269","1.14","9.7","8.5","326","307","Nessun peso","385","Nessun peso","22","23.0","4:13","172","1:40","5:33"
"","15","Corsa","18","1:16.5","36:48","0.30","4:15","4:28","174","179","0","1","175","237","1.28","9.4","7.4","351","367","Nessun peso","408","Nessun peso","18","23.0","4:06","179","1:16","4:13"
"","16","Corsa","19","1:38.8","38:27","0.30","5:29","5:16","177","180","1","0","165","267","1.15","9.7","8.4","333","316","Nessun peso","383","Nessun peso","22","23.0","4:12","175","1:37","5:23"
"","","Defaticamento","20 - 23","19:04","57:31","3.02","6:18","6:19","164","175","16","15","158","277","0.99","8.8","8.8","274","261","Nessun peso","371","Nessun peso","218","24.0","5:18","169","19:03","6:18"
"","","Defaticamento","20","6:55.0","45:22","1.00","6:55","7:04","160","175","2","8","147","276","0.95","8.1","8.5","250","222","Nessun peso","319","Nessun peso","72","24.0","5:18","169","6:55","6:55"
"","","Defaticamento","21","6:01.9","51:24","1.00","6:02","5:59","167","172","9","5","164","278","1.01","9.1","9.1","284","282","Nessun peso","351","Nessun peso","72","24.0","5:33","169","6:01.9","6:02"
"","","Defaticamento","22","5:57.1","57:21","1.00","5:57","5:54","167","169","5","2","164","277","1.03","9.2","9.0","287","286","Nessun peso","371","Nessun peso","72","24.0","5:38","168","5:57","5:57"
"","","Defaticamento","23","0:10.1","57:31","0.02","7:02","6:13","167","168","0","0","162","281","0.99","9.1","9.2","290","267","Nessun peso","269","Nessun peso","2","24.0","6:10","163","0:09","6:17"
"","Riepilogo","--","--","57:31","57:31","10.32","5:34","5:35","165","185","34","32","163","268","1.10","9.3","8.5","315","302","Nessun peso","461","Nessun peso","704","23.9","3:59","181","57:08","5:32"
